pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Kungalv-Ytterby HK,2,0,11,Sweden-3,16,1980-81,14,9
0,Vastra Frolunda HC Goteborg,0,0,1,Sweden,1,1982-83,16,1
4,Sweden,0,0,2,EJC-A,5,1982-83,16,2
6,Vastra Frolunda HC Goteborg,3,0,3,Sweden,18,1983-84,17,0
8,Sweden,2,0,3,WJC-A,7,1983-84,17,1
0,Sweden,8,0,16,EJC-A,5,1983-84,17,8
18,Vastra Frolunda HC Goteborg,11,0,27,Sweden-2,30,1984-85,18,16
0,Sweden,3,0,5,WJC-A,6,1984-85,18,2
10,Sweden,3,0,7,WJC-A,7,1985-86,19,4
6,Rochester Americans,4,0,14,AHL,20,1985-86,19,10
14,Rochester Americans,20,0,26,AHL,42,1986-87,20,6
16,Rochester Americans,24,0,36,AHL,35,1987-88,21,12
12,Rochester Americans,33,0,51,AHL,56,1988-89,22,18
10,Springfield Indians,22,0,29,AHL,26,1990-91,24,7
2,Sweden,1,0,1,Can-Cup,6,1991-92,25,0
0,Sweden,1,0,2,WC-A,5,1991-92,25,1
2,Sweden,2,0,4,WC-A,8,1992-93,26,2
0,Sweden,0,0,2,WC-A,8,1993-94,27,2
31,Vastra Frolunda HC Goteborg,0,0,1,Sweden,7,1994-95,28,1
2,Sweden,1,0,1,W-Cup,4,1996-97,30,0
0,Sweden,1,0,2,Olympics,4,1997-98,31,1
12,Vastra Frolunda HC Goteborg,6,0,16,Sweden,48,2000-01,34,10
65,Vastra Frolunda HC Goteborg,15,0,29,Sweden,47,2001-02,35,14
43,Vastra Frolunda HC Goteborg,6,0,12,Sweden,43,2002-03,36,6
