pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,New York Rovers,40,0,77,EAHL,54,1946-47,18,37
2,New Haven Ramblers,24,0,35,AHL,37,1947-48,19,11
14,New Haven Ramblers,28,0,38,AHL,36,1948-49,20,10
2,New Haven Ramblers,60,0,83,AHL,70,1949-50,21,23
10,Cincinnati Mohawks,42,0,65,AHL,59,1950-51,22,23
0,Cleveland Barons,20,0,27,AHL,20,1951-52,23,7
6,Cleveland Barons,58,0,78,AHL,64,1952-53,24,20
20,Cleveland Barons,71,0,102,AHL,70,1953-54,25,31
22,Cleveland Barons,50,0,67,AHL,57,1954-55,26,17
33,Cleveland Barons,43,0,69,AHL,54,1955-56,27,26
0,Cleveland Barons,14,0,18,AHL,33,1956-57,28,4
10,Cleveland Barons,18,0,24,AHL,51,1957-58,29,6
0,Cleveland Barons,5,0,8,AHL,38,1958-59,30,3
0,Cleveland Barons,1,0,1,AHL,8,1959-60,31,0
0,Cleveland Barons,0,0,0,AHL,5,1960-61,32,0
