power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
1,9,3,0,NHL,1974-75,20,1,NYI,,2,4,-2,0,13,,,7.7,0
0,8,2,0,NHL,1976-77,22,2,NYI,,0,4,3,0,9,,,22.2,2
1,7,5,0,NHL,1977-78,23,2,NYI,,3,2,1,0,12,,,16.7,1
0,10,4,0,NHL,1978-79,24,1,NYI,,3,6,-1,0,17,,,5.9,1
5,0,20,1,NHL,1979-80,25,10,NYI,,10,10,2,2,59,,SC,16.9,3
1,14,10,1,NHL,1980-81,26,4,NYI,,6,19,1,1,27,,SC,14.8,2
3,0,16,0,NHL,1981-82,27,9,NYI,,7,36,10,1,44,,SC,20.5,5
0,0,28,2,NHL,1982-83,28,8,NYI,,20,14,19,1,49,,SC,16.3,7
0,8,2,1,NHL,1983-84,29,1,NYI,,1,7,0,0,11,,,9.1,1
0,10,2,0,NHL,1984-85,30,0,NYI,,2,6,-2,0,12,,,0.0,0
0,3,0,0,NHL,1985-86,31,0,NYI,,0,0,-2,0,6,,,0.0,0
0,5,3,0,NHL,1986-87,32,2,LAK,,1,0,-2,0,5,,,40.0,2
0,5,1,0,NHL,1987-88,33,0,LAK,,1,0,-1,0,2,,,0.0,0
