league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,33,0,21,0,33,0,,MTL,"[{'link': '/awards/voting-1952.html#calder', 'name': 'Calder-3'}]",0,0,15,0,18,0,1951-52,,0,44,0,0
NHL,18,0,22,0,8,0,,MTL,[],0,0,6,0,2,0,1952-53,,0,19,0,0
NHL,13,0,23,0,5,0,,MTL,[],0,0,4,0,1,0,1953-54,,0,12,0,0
NHL,67,0,24,0,36,0,,MTL,[],0,0,20,0,16,0,1954-55,,0,32,0,0
NHL,70,0,25,0,50,0,,MTL,[],0,0,39,0,11,0,1955-56,,0,55,0,0
NHL,0,0,26,0,58,0,,MTL,[],0,0,29,0,29,0,1956-57,,0,56,0,0
NHL,0,0,27,0,0,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1958', 'name': None}, {'link': '/awards/voting-1958.html#hart', 'name': 'Hart-8'}, {'link': '/awards/ross.html#1958', 'name': None}]",0,0,48,0,0,0,1957-58,,0,65,0,0
NHL,0,0,28,0,0,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1959', 'name': None}, {'link': '/awards/voting-1959.html#hart', 'name': 'Hart-5'}, {'link': '/awards/ross.html#1959', 'name': None}]",0,0,0,0,41,0,1958-59,,0,61,0,0
NHL,62,0,29,0,64,0,,MTL,[],0,0,42,0,22,0,1959-60,,0,54,0,0
NHL,57,0,30,0,69,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1961', 'name': None}]",0,0,34,0,35,0,1960-61,,0,62,0,0
NHL,57,0,31,0,41,0,,MTL,[],0,0,22,0,19,0,1961-62,,0,54,0,0
NHL,67,0,32,0,50,0,,MTL,[],0,0,26,0,24,0,1962-63,,0,61,0,0
NHL,38,0,34,0,6,0,,TOR,[],0,2,4,0,2,0,1964-65,,0,68,0,0
NHL,27,1,37,37,8,1,,STL,[],13.5,4,3,-8,5,0,1967-68,,1,9,0,2
