assists,year,games_played,points,goals,team,age,pim,plus_minus,league
41,1997-98,38,65,24,New England Jr. Coyotes,16,0,0,EJHL
76,1998-99,48,120,44,New England Jr. Coyotes,17,38,0,EJHL
12,1999-00,38,27,15,Providence College,18,12,0,H-East
16,2000-01,36,25,9,Providence College,19,29,0,H-East
3,2000-01,7,9,6,United States,19,2,2,WJC-A
26,2001-02,38,42,16,Providence College,20,6,0,H-East
29,2002-03,36,48,19,Providence College,21,12,0,H-East
24,2003-04,74,46,22,Cleveland Barons,22,30,10,AHL
23,2004-05,79,45,22,Worcester IceCats,23,42,-17,AHL
45,2005-06,72,67,22,Peoria Rivermen,24,42,2,AHL
39,2006-07,76,60,21,Peoria Rivermen,25,50,-13,AHL
24,2007-08,66,46,22,San Antonio Rampage,26,46,3,AHL
33,2008-09,76,53,20,Lowell Devils,27,32,-15,AHL
31,2009-10,79,52,21,Houston Aeros,28,28,-23,AHL
33,2010-11,80,61,28,Houston Aeros,29,57,-7,AHL
33,2011-12,76,61,28,Houston Aeros,30,22,3,AHL
31,2012-13,68,49,18,Hershey Bears,31,24,-13,AHL
