year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1997-98,16,4,0,5,0,QAAA,6,Amos Forestiers,9
1998-99,17,0,0,1,-3,QMJHL,5,Cape Breton Screaming Eagles,1
1999-00,18,4,25,0,-5,QMJHL,11,Rouyn-Noranda Huskies,4
2000-01,19,3,22,1,-2,QMJHL,9,Rouyn-Noranda Huskies,4
2000-01,19,0,2,1,0,AHL,9,Philadelphia Phantoms,1
2001-02,20,0,4,0,0,AHL,5,Philadelphia Phantoms,0
2002-03,21,0,6,0,-2,AHL,5,Wilkes-Barre Scranton Pens,0
2003-04,22,1,19,0,1,AHL,14,Wilkes-Barre Penguins,1
2004-05,23,1,23,0,1,AHL,11,Wilkes-Barre Penguins,1
2005-06,24,0,14,2,-1,AHL,8,Wilkes-Barre Penguins,2
2010-11,29,2,6,3,0,ECHL,4,Bakersfield Condors,5
