league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,81,4,22,153,68,6,,QUE,[],17.6,18,41,13,27,1,1992-93,,8,57,1,34
NHL,58,4,23,92,33,6,,QUE,[],17.4,11,17,-5,16,0,1993-94,,5,46,0,11
NHL,45,3,24,63,24,3,,QUE,[],22.2,13,10,-4,14,0,1994-95,,1,31,0,7
NHL,77,6,25,131,56,8,,TOT,[],21.4,22,28,20,28,0,1995-96,,6,49,0,20
NHL,26,3,25,46,22,3,,COL,[],23.9,8,11,11,11,0,1995-96,,3,16,0,8
NHL,51,3,25,85,34,5,,MTL,[],20.0,14,17,9,17,0,1995-96,,3,33,0,12
NHL,74,2,26,163,59,11,,EDM,[],19.6,18,27,-5,32,0,1996-97,,14,81,0,16
NHL,59,2,27,89,23,9,,EDM,[],6.7,5,17,-14,6,0,1997-98,,1,28,0,8
NHL,74,4,28,104,40,10,1056,TOT,[],18.3,16,21,-6,19,0,1998-99,14:16,3,32,0,11
NHL,43,3,28,75,27,8,702,EDM,[],17.3,11,14,-4,13,0,1998-99,16:19,2,30,0,6
NHL,13,0,28,8,1,1,104,PHI,[],0.0,0,1,-5,0,0,1998-99,8:02,0,2,0,0
NHL,18,1,28,21,12,1,250,CAR,[],28.6,5,6,3,6,0,1998-99,13:53,1,0,0,5
NHL,76,3,29,114,39,6,1138,CAR,[],13.2,13,24,-13,15,0,1999-00,14:59,2,38,0,18
NHL,76,3,30,119,37,3,1174,BOS,[],13.4,8,21,-14,16,1,2000-01,15:27,7,27,0,18
