assists,year,games_played,points,goals,team,age,pim,plus_minus,league
7,1974-75,64,15,8,Flin Flon Bombers,17,169,0,WCJHL
45,1975-76,71,77,32,Flin Flon Bombers,18,163,0,WCJHL
55,1976-77,69,111,56,Flin Flon Bombers,19,250,0,WCJHL
43,1977-78,63,71,28,Grand Rapids Owls,20,191,0,IHL
59,1978-79,80,103,44,Grand Rapids Owls,21,235,0,IHL
13,1979-80,44,26,13,Syracuse Firebirds,22,62,0,AHL
18,1980-81,66,32,14,3 Teams,23,247,0,AHL
1,1980-81,8,2,1,Binghamton Whalers,23,26,0,AHL
4,1980-81,26,9,5,Springfield Indians,23,56,0,AHL
13,1980-81,32,21,8,New Brunswick Hawks,23,165,0,AHL
24,1981-82,79,35,11,New Brunswick Hawks,24,47,0,AHL
