goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1996-97,63,1496,0,0,0,0,0,0,Greenway Raiders,0,0,0,2.53,16,High-MN,0,0,25,0,0,0
0,0,0,1997-98,44,1138,4,0,0,0,0,0,U.S. National Team Development Program,1,0,0,2.32,17,U-18,0,0,19,0,9,5
0,0,0,1997-98,39,668,3,0,0,0,0,0,U.S. National Team Development Program,1,0,0,3.50,17,USHL,0,0,13,0,5,4
0,0,0,1997-98,11,304,0,0,0,0,0,0,U.S. National Team Development Program,1,0,0,2.17,17,NAHL,0,0,5,0,4,1
0,0,0,1998-99,136,2350,8,0,0,0,0,0,University of Minnesota,3,0,0,3.47,18,WCHA,0,0,40,0,14,18
0,0,0,1999-00,104,2114,2,2,0,0,0,0,University of Minnesota,1,0,0,2.95,19,WCHA,0,0,36,0,20,14
0,0,0,2000-01,101,2366,2,24,0,0,0,0,University of Minnesota,3,0,0,2.56,20,WCHA,0,0,40,0,26,12
0,0,0,2001-02,80,2003,4,8,0,0,0,2,University of Minnesota,1,0,0,2.40,21,WCHA,0,0,35,2,23,6
0,0,0,2002-03,3,64,1,0,0,33,36,0,Providence Bruins,0,0,0,2.81,22,AHL,.917,0,1,0,0,0
0,0,0,2002-03,83,2021,4,8,0,908,991,0,Jackson Bandits,5,0,0,2.46,22,ECHL,.916,0,34,0,20,9
0,0,0,2003-04,82,2536,7,2,0,1022,1104,0,Manchester Monarchs,7,0,0,1.94,23,AHL,.926,0,43,0,20,15
0,0,0,2003-04,7,245,1,0,0,93,100,1,Reading Royals,1,0,0,1.71,23,ECHL,.930,0,4,1,3,0
0,0,0,2004-05,60,1867,0,12,0,838,898,1,Manchester Monarchs,5,0,0,1.93,24,AHL,.933,0,32,1,19,11
0,0,0,2005-06,111,2600,2,8,0,1258,1369,0,Manchester Monarchs,3,0,0,2.56,25,AHL,.919,0,45,0,22,17
0,0,0,2006-07,95,2427,0,24,0,0,0,2,Kolner Haie,4,0,0,2.35,26,Germany,0,0,40,2,0,0
0,0,0,2007-08,141,2950,0,22,0,0,0,2,Adler Mannheim,1,0,0,2.87,27,Germany,0,0,51,2,31,19
0,0,0,2008-09,113,2267,0,49,0,0,0,0,Kassel Huskies,0,0,0,2.99,28,Germany,0,0,38,0,18,19
0,0,0,2009-10,177,2910,0,10,0,0,0,2,Kassel Huskies,1,0,0,3.65,29,Germany,0,0,51,2,17,34
0,0,0,2010-11,0,0,0,0,0,0,0,0,EV Vienna Capitals,0,0,0,0,30,Austria,0,0,24,0,0,0
