assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,1997-98,7,4,2,Jokerit Helsinki Jr.,18,0,0,Fin-Jr.
3,1998-99,9,7,4,Jokerit Helsinki Jr.,19,2,0,Fin-Jr.
1,1998-99,3,1,0,Jokerit Helsinki,19,0,0,Finland
7,1999-00,12,14,7,Jokerit Helsinki Jr.,20,4,0,Fin-Jr.
2,2000-01,9,5,3,Ilves Tampere,21,2,0,Finland
0,2001-02,4,0,0,Grand Rapids Griffins,22,0,0,AHL
0,2002-03,5,0,0,Binghamton Senators,23,14,-2,AHL
3,2003-04,7,3,0,Ilves Tampere,24,2,0,Finland
2,2004-05,12,5,3,Jokerit Helsinki,25,4,0,Finland
0,2006-07,3,0,0,Lukko Rauma,27,0,0,Finland
1,2008-09,9,1,0,Karpat Oulu,29,0,0,Finland
1,2009-10,13,2,1,KalPa Kuopio,30,6,0,Finland
2,2010-11,7,2,0,Grizzly Adams Wolfsburg,31,0,0,Germany
