bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,M-Cup,3,Edmonton Maple Leafs,150,17,2,0,0,20,0,0,0,1,1,0,0,0,0,0,1941-42,0,8.00,0,0
0,EAHL,6,New York Rovers,360,20,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1944-45,0,5.17,0,0
0,AHL,4,New Haven Ramblers,240,23,2,0,0,11,0,0,0,0,2,0,0,0,0,0,1947-48,0,2.75,0,0
0,PCHL,6,Tacoma Rockets,384,24,3,0,0,21,0,0,0,1,3,0,0,0,0,0,1948-49,0,3.28,0,0
0,PCHL,5,Tacoma Rockets,310,25,3,0,0,12,0,0,0,0,2,0,0,0,0,0,1949-50,0,2.32,0,0
0,PCHL,6,Tacoma Rockets,366,26,4,0,0,16,0,0,0,1,2,0,0,0,0,0,1950-51,0,2.62,0,0
0,PCHL,7,Tacoma Rockets,452,27,4,0,0,28,0,0,0,0,3,0,0,0,0,0,1951-52,0,3.72,0,0
0,WHL,1,Seattle Bombers,60,28,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1952-53,0,6.00,0,0
0,OSHL,8,Kelowna Packers,480,29,4,0,0,31,0,0,0,0,4,0,0,0,0,0,1953-54,0,3.87,0,0
0,WHL,9,Calgary Stampeders,546,30,5,0,0,25,0,0,0,1,4,0,0,0,0,0,1954-55,0,2.75,0,0
