league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,54,1,18,103,52,13,,CGY,[],18.4,8,33,-3,19,0,1983-84,,11,20,0,20
NHL,74,3,19,143,58,12,,CGY,[],14.0,13,38,9,20,0,1984-85,,7,22,0,26
NHL,78,3,20,191,72,17,,CGY,[],15.7,10,42,-12,30,3,1985-86,,17,44,1,24
NHL,80,4,21,184,80,15,,TOT,[],16.8,17,49,8,31,3,1986-87,,11,54,1,33
NHL,16,0,21,27,9,5,,CGY,[],11.1,2,6,-6,3,0,1986-87,,1,14,0,1
NHL,64,4,21,157,71,10,,PIT,[],17.8,15,43,14,28,3,1986-87,,10,40,1,32
NHL,70,4,22,235,79,18,,PIT,[],17.0,18,39,-8,40,1,1987-88,,21,50,1,20
NHL,79,4,23,200,94,31,,PIT,[],17.0,18,60,-37,34,0,1988-89,,16,102,1,28
NHL,78,5,24,181,63,16,,TOT,[],13.8,14,38,-17,25,0,1989-90,,11,49,0,22
NHL,41,2,24,86,29,9,,PIT,[],10.5,4,20,-15,9,0,1989-90,,5,22,0,11
NHL,37,3,24,95,34,7,,VAN,[],16.8,10,18,-2,16,0,1989-90,,6,27,0,11
NHL,78,5,25,183,60,17,,TOT,[],12.0,10,38,-33,22,0,1990-91,,12,66,0,21
NHL,64,3,25,157,49,14,,VAN,[],11.5,10,31,-28,18,0,1990-91,,8,46,0,17
NHL,14,2,25,26,11,3,,STL,[],15.4,0,7,-5,4,0,1990-91,,4,20,0,4
NHL,67,1,26,101,37,10,,PHI,[],10.9,5,26,-13,11,0,1991-92,,6,26,0,16
NHL,11,0,27,20,4,3,,MNS,[],0.0,0,4,-4,0,0,1992-93,,0,6,0,1
NHL,13,3,28,31,7,0,,OTT,[],22.6,5,0,0,7,0,1993-94,,2,6,0,0
NHL,44,4,29,78,31,4,,LAK,[],17.9,12,17,-3,14,0,1994-95,,2,32,1,12
NHL,63,0,30,109,45,11,,TOT,[],11.9,6,32,-6,13,0,1995-96,,7,46,0,21
NHL,28,0,30,62,24,4,,OTT,[],9.7,2,18,-8,6,0,1995-96,,4,24,0,14
NHL,35,0,30,47,21,7,,PHI,[],14.9,4,14,2,7,0,1995-96,,3,22,0,7
NHL,16,0,31,16,3,0,,PIT,[],0.0,0,3,-6,0,0,1996-97,,0,10,0,3
