bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,3,0,3.37,0,0,NOHA,0,15,0,0,0,0,0,0,109,0,1996-97,Sault Ste. Marie Carlucci\'s,0,0,0,0,45,1943
0,3,0,2.92,0,0,OHL,0,16,0,0,0,0,0,0,105,0,1997-98,Barrie Colts,14,0,1,23,41,2154
0,3,0,2.66,0,0,OHL,0,17,0,0,0,0,0,0,136,0,1998-99,Barrie Colts,10,0,4,36,52,3063
0,2,3,3.07,0,1416,OHL,0,18,0,1286,0,0,0,0,130,.908,1999-00,Barrie Colts,12,3,6,24,47,2540
0,0,0,3.00,0,0,WJC-A,0,18,0,0,0,0,0,0,3,0,1999-00,2 Teams,0,0,0,0,1,60
0,0,0,0,0,0,WJC-A,0,18,0,0,0,0,0,0,0,0,1999-00,United States,0,0,0,0,0,0
0,0,0,3.00,0,0,WJC-A,0,18,0,0,0,0,0,0,3,0,1999-00,Canada,0,0,0,0,1,60
0,0,1,3.02,0,715,OHL,0,19,0,642,0,0,0,0,73,.898,2000-01,2 Teams,11,1,1,12,27,1449
0,0,1,3.08,0,436,OHL,0,19,0,394,0,0,0,0,42,.904,2000-01,Barrie Colts,8,1,0,5,16,818
0,0,0,2.95,0,279,OHL,0,19,0,248,0,0,0,0,31,.889,2000-01,Brampton Battalion,3,0,1,7,11,631
0,2,0,2.93,0,579,AHL,0,21,0,520,2,0,0,0,59,.898,2002-03,Milwaukee Admirals,11,0,2,7,22,1207
0,0,0,2.36,0,146,ECHL,0,21,0,134,0,0,0,0,12,.918,2002-03,Toledo Storm,2,0,0,4,7,305
0,2,2,2.34,0,1221,AHL,0,22,0,1121,0,0,0,0,100,.918,2003-04,Milwaukee Admirals,15,2,4,23,43,2561
0,7,0,2.29,0,1751,AHL,0,23,0,1612,2,0,0,0,139,.921,2004-05,Milwaukee Admirals,22,0,4,36,64,3642
0,4,0,2.70,0,836,AHL,0,24,0,759,0,0,0,0,77,.908,2005-06,Milwaukee Admirals,7,0,2,18,32,1708
0,1,0,3.02,0,271,AHL,0,25,0,242,0,0,0,0,29,.893,2006-07,Providence Bruins,3,0,0,6,10,576
