bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,4.29,0,59,NHL,0,21,0,53,0,0,0,0,6,.898,1983-84,MNS,0,0.4,0,0,1,2,84
0,0,[],0,3.89,8.19,789,NHL,0,23,0,698,6,0,0,92,91,.885,1985-86,MNS,11,4.8,0,1,11,26,1402
0,0,[],0,3.71,0.82,348,NHL,0,25,0,307,2,0,0,98,41,.882,1987-88,MNS,7,1.9,0,4,1,14,663
0,1,"[{'link': '/awards/voting-1989.html#AS', 'name': 'AS-9'}]",1,3.06,30.98,1509,NHL,0,26,0,1358,10,0,0,83,151,.900,1988-89,MNS,17,10.5,1,0,18,55,2961
0,3,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-1990.html#vezina', 'name': 'Vezina-6'}]",3,3.22,25.85,1757,NHL,0,27,0,1574,18,0,0,88,183,.896,1989-90,MNS,22,11.5,3,4,0,61,3407
0,3,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1991.html#vezina', 'name': 'Vezina-10'}]",2,2.98,7.27,1450,NHL,0,28,0,1292,22,0,0,96,158,.891,1990-91,MNS,20,8.6,2,0,21,55,3185
0,2,[],2,3.40,-8.31,1401,NHL,0,29,0,1236,26,0,0,105,165,.882,1991-92,MNS,23,6.8,2,5,19,52,2911
0,3,[],3,3.33,0.69,1683,NHL,0,30,0,1490,28,0,0,100,193,.885,1992-93,MNS,26,9.0,3,5,26,60,3476
0,4,[],2,2.88,-17.75,1289,NHL,0,31,0,1136,14,0,0,113,153,.881,1993-94,BOS,15,5.4,2,9,30,57,3192
0,0,[],0,2.75,-0.23,400,NHL,0,32,0,360,0,0,0,101,40,.900,1994-95,STL,5,2.2,0,4,7,19,872
0,0,[],0,3.80,0,180,NHL,0,33,0,155,0,0,0,0,25,.861,1995-96,STL,3,0.4,0,0,2,9,395
0,0,[],0,3.39,0,299,NHL,0,34,0,259,0,0,0,0,40,.866,1996-97,STL,8,0.5,0,0,3,15,707
