shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1922-23,12,0,,0,0,0,0,0,1,OTS,0,21,0,NHL,0,,3,1,[],0
0,1923-24,24,0,,0,0,0,0,0,6,OTS,2,22,0,NHL,0,,0,8,[],0
0,1924-25,24,0,,0,0,0,0,0,1,TOT,3,23,0,NHL,0,,0,4,[],0
0,1924-25,2,0,,0,0,0,0,0,0,OTS,0,23,0,NHL,0,,12,0,[],0
0,1924-25,22,0,,0,0,0,0,0,1,BOS,3,23,0,NHL,0,,19,4,[],0
0,1925-26,70,0,,0,0,0,0,0,4,BOS,7,24,0,NHL,0,,0,11,[],0
0,1926-27,70,0,,0,0,0,0,0,6,BOS,3,25,0,NHL,0,,41,9,[],0
0,1927-28,87,0,,0,0,0,0,0,3,BOS,5,26,0,NHL,0,,44,8,[],0
0,1928-29,64,0,,0,0,0,0,0,0,BOS,1,27,0,NHL,0,,38,1,[],0
0,1929-30,58,0,,0,0,0,0,0,7,BOS,2,28,0,NHL,0,,39,9,"[{'link': '/awards/voting-1930.html#hart', 'name': 'Hart-2'}]",0
0,1930-31,40,0,,0,0,0,0,0,2,BOS,0,29,0,NHL,0,,41,2,[],0
0,1931-32,36,0,,0,0,0,0,0,3,BOS,4,30,0,NHL,0,,0,7,[],0
0,1932-33,34,0,,0,0,0,0,0,1,BOS,0,31,0,NHL,0,,45,1,[],0
0,1933-34,4,0,,0,0,0,0,0,0,BOS,1,32,0,NHL,0,,27,1,[],0
