pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,St-Jerome Alouettes,46,0,87,MMJHL,35,1960-61,16,41
28,Montreal Jr. Canadiens,9,0,18,OHA-Jr.,46,1961-62,17,9
78,Montreal Jr. Canadiens,15,0,38,OHA-Jr.,50,1962-63,18,23
50,Montreal Jr. Canadiens,43,0,78,OHA-Jr.,53,1963-64,19,35
43,Omaha Knights,34,0,58,CPHL,70,1964-65,20,24
32,Houston Apollos,26,0,49,CPHL,70,1965-66,21,23
38,Houston Apollos,34,0,61,CPHL,67,1966-67,22,27
16,Memphis South Stars,24,0,49,CPHL,47,1967-68,23,25
4,Phoenix Roadrunners,8,0,10,WHL,15,1967-68,23,2
12,Phoenix Roadrunners,30,0,61,WHL,74,1968-69,24,31
12,Phoenix Roadrunners,34,0,58,WHL,73,1969-70,25,24
20,Phoenix Roadrunners,25,0,40,WHL,62,1970-71,26,15
4,Tulsa Oilers,0,0,0,CHL,6,1971-72,27,0
54,Cape Cod Codders,57,0,81,NAPro,60,1974-75,30,24
26,2 Teams,25,0,37,NAPro,30,1975-76,31,12
26,Cape Cod Codders,20,0,32,NAPro,25,1975-76,31,12
0,Binghamton Dusters,5,0,5,NAPro,5,1975-76,31,0
