assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1965-66,5,2,2,Trois-Rivieres Reds,16,11,0,QJHL
24,1966-67,45,29,5,Trois-Rivieres Leafs,17,310,0,QJHL
14,1968-69,38,16,2,Montreal Jr. Canadiens,19,212,0,OHA-Jr.
26,1969-70,64,37,11,Omaha Knights,20,258,0,CHL
31,1970-71,54,46,15,Omaha Knights,21,308,0,CHL
8,1971-72,18,9,1,Providence Reds,22,95,0,AHL
