pim,team,assists,plus_minus,points,league,games_played,year,age,goals
122,Pittsburgh Hornets,10,0,13,AAHA,40,1999-00,17,3
70,Green Bay Gamblers,11,0,13,USHL,54,2000-01,18,2
150,Green Bay Gamblers,11,0,15,USHL,56,2001-02,19,4
85,Ohio State University,9,0,11,CCHA,42,2002-03,20,2
92,Ohio State University,15,0,17,CCHA,29,2003-04,21,2
136,Ohio State University,12,0,14,CCHA,41,2004-05,22,2
87,Ohio State University,11,0,11,CCHA,39,2005-06,23,0
92,Philadelphia Phantoms,9,-11,12,AHL,68,2006-07,24,3
146,Philadelphia Phantoms,13,6,17,AHL,77,2007-08,25,4
95,Philadelphia Phantoms,14,14,14,AHL,62,2008-09,26,0
98,2 Teams,13,11,18,AHL,68,2009-10,27,5
63,Wilkes-Barre Penguins,2,-3,5,AHL,41,2009-10,27,3
35,Peoria Rivermen,11,14,13,AHL,27,2009-10,27,2
65,2 Teams,15,6,17,AHL,73,2010-11,28,2
21,Springfield Falcons,5,8,5,AHL,30,2010-11,28,0
44,Syracuse Crunch,10,-2,12,AHL,43,2010-11,28,2
16,Syracuse Crunch,5,-4,5,AHL,27,2011-12,29,0
38,Norfolk Admirals,20,6,24,AHL,66,2012-13,30,4
