assists,team,goals,year,games_played,points,pim,age,plus_minus,league
4,Edmonton Oil Kings,5,1952-53,11,9,6,18,0,WCJHL
15,Edmonton Oil Kings,7,1953-54,10,22,12,19,0,WCJHL
11,Edmonton Oil Kings,5,1953-54,13,16,30,19,0,M-Cup
2,Edmonton Oil Kings,2,1954-55,5,4,14,20,0,WCJHL
1,Edmonton Flyers,2,1954-55,9,3,2,20,0,WHL
0,Edmonton Flyers,0,1954-55,7,0,16,20,0,Ed-Cup
0,Edmonton Flyers,1,1955-56,3,1,0,21,0,WHL
3,Edmonton Flyers,1,1956-57,8,4,8,22,0,WHL
0,Edmonton Flyers,0,1957-58,5,0,2,23,0,WHL
0,Edmonton Flyers,0,1958-59,3,0,0,24,0,WHL
1,Edmonton Flyers,0,1959-60,4,1,2,25,0,WHL
8,Edmonton Flyers,3,1961-62,12,11,6,27,0,WHL
2,Edmonton Flyers,1,1962-63,3,3,10,28,0,WHL
1,Seattle Totems,3,1964-65,7,4,12,30,0,WHL
1,Portland Buckaroos,0,1965-66,8,1,2,31,0,WHL
2,Seattle Totems,5,1966-67,10,7,13,32,0,WHL
4,Seattle Totems,4,1967-68,9,8,2,33,0,WHL
1,Seattle Totems,0,1968-69,4,1,0,34,0,WHL
1,Seattle Totems,2,1969-70,6,3,0,35,0,WHL
