assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Edmonton Oil Kings,1,1951-52,1,1,2,17,0,WCJHL
8,Edmonton Oil Kings,12,1952-53,14,20,17,18,0,WCJHL
36,Edmonton Oil Kings,32,1953-54,35,68,41,19,0,WCJHL
14,Edmonton Oil Kings,17,1954-55,26,31,43,20,0,WCJHL
2,Edmonton Flyers,1,1954-55,8,3,0,20,0,WHL
22,Edmonton Flyers,16,1955-56,69,38,54,21,0,WHL
23,Edmonton Flyers,18,1956-57,65,41,35,22,0,WHL
34,Edmonton Flyers,23,1957-58,57,57,58,23,0,WHL
22,Edmonton Flyers,13,1958-59,43,35,44,24,0,WHL
37,Edmonton Flyers,22,1959-60,64,59,33,25,0,WHL
32,Edmonton Flyers,19,1960-61,68,51,19,26,0,WHL
47,Edmonton Flyers,27,1961-62,60,74,43,27,0,WHL
23,Edmonton Flyers,14,1962-63,39,37,39,28,0,WHL
15,Pittsburgh Hornets,1,1962-63,30,16,8,28,0,AHL
14,Pittsburgh Hornets,8,1963-64,37,22,28,29,0,AHL
6,Memphis Wings,2,1964-65,15,8,12,30,0,CPHL
13,Seattle Totems,11,1964-65,42,24,41,30,0,WHL
20,Portland Buckaroos,10,1965-66,71,30,20,31,0,WHL
13,Seattle Totems,14,1966-67,71,27,44,32,0,WHL
24,Seattle Totems,23,1967-68,72,47,55,33,0,WHL
38,Seattle Totems,25,1968-69,74,63,40,34,0,WHL
15,Seattle Totems,16,1969-70,69,31,26,35,0,WHL
18,Seattle Totems,11,1970-71,44,29,31,36,0,WHL
