bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,Swe-Jr.,9,Djurgardens IF Stockholm Jr.,540,17,0,0,0,11,0,0,0,3,0,0,0,0,0,0,1986-87,0,1.22,0,0
0,EJC-A,5,Sweden,300,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1986-87,0,0.80,0,0
0,Swe-Jr.,3,Djurgardens IF Stockholm Jr.,179,18,1,0,0,17,0,0,0,0,2,0,0,0,0,0,1987-88,0,5.70,0,0
0,Swe-Jr.,7,Djurgardens IF Stockholm Jr.,420,19,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1988-89,0,3.14,0,0
0,WJC-A,3,Sweden,180,19,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1988-89,0,2.33,0,0
0,Sweden,4,Djurgardens IF Stockholm,240,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1989-90,0,3.50,0,0
0,Sweden-3,3,IK Viking Hagfors,180,20,0,0,0,3,0,0,0,1,3,0,0,0,0,0,1989-90,0,1.00,0,0
0,Sweden,39,Djurgardens IF Stockholm,2340,21,12,0,0,104,0,0,6,3,22,0,0,0,0,0,1990-91,0,2.67,0,0
0,EJC-A,1,Sweden,60,21,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1990-91,0,3.00,0,0
0,Can-Cup,4,Sweden,240,22,2,0,0,12,0,0,0,0,2,0,0,0,0,0,1991-92,0,3.00,0,0
0,Sweden,39,Djurgardens IF Stockholm,2340,22,8,0,0,109,0,0,11,4,15,0,0,0,0,0,1991-92,0,2.79,0,0
0,Olympics,5,Sweden,298,22,1,0,0,13,0,0,1,0,3,0,0,0,0,0,1991-92,0,2.62,0,0
0,WC-A,5,Sweden,299,22,1,0,0,7,0,0,0,2,4,0,0,0,0,0,1991-92,0,1.40,0,0
0,AHL,7,Hershey Bears,373,23,1,0,0,15,0,0,0,0,4,0,0,0,0,0,1992-93,0,2.41,0,0
0,WC-A,7,Sweden,386,23,3,0,0,20,0,0,0,0,4,0,0,0,0,0,1992-93,0,3.11,0,0
0,AHL,9,Hershey Bears,461,24,4,0,0,37,0,0,1,0,3,0,0,0,0,0,1993-94,0,4.82,0,0
0,W-Cup,2,Sweden,120,27,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1996-97,0,1.00,0,0
0,AHL,2,Rochester Americans,120,27,0,0,0,8,0,0,0,0,2,0,0,0,0,.860,1996-97,57,4.00,0,49
0,IHL,26,Utah Grizzlies,1463,27,11,0,0,76,0,0,0,0,12,0,0,0,0,.897,1996-97,739,3.12,0,663
0,Sweden,46,Djurgardens IF Stockholm,2760,28,0,0,0,103,0,0,0,0,0,0,0,0,0,0,1997-98,0,2.24,0,0
0,Sweden,48,Djurgardens IF Stockholm,2918,29,0,0,0,134,0,0,0,1,0,0,0,0,0,0,1998-99,0,2.76,35,0
0,Sweden,21,Djurgardens IF Stockholm,1248,30,0,0,1,59,0,0,0,1,0,1,0,0,0,0,1999-00,0,2.84,2,0
