game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-14,93,0,67,23,1984-85,17,0,4,2,,NHL,4.3,6,19,69,[],27,2,,VAN
0,-20,114,0,64,23,1985-86,9,0,5,4,,NHL,4.4,14,20,45,[],28,1,,VAN
1,12,82,0,77,16,1986-87,11,0,6,0,,NHL,7.3,5,21,56,[],22,6,,PHI
0,-8,20,0,28,2,1987-88,2,0,2,2,,NHL,10.0,0,22,12,[],4,0,,PHI
1,11,40,0,36,10,1989-90,9,0,2,0,,NHL,5.0,1,24,14,[],12,2,,MTL
0,-2,68,0,51,16,1990-91,10,0,3,2,,NHL,4.4,6,25,31,[],19,1,,MTL
0,16,108,1,79,14,1991-92,8,0,4,2,,NHL,3.7,5,26,36,"[{'link': '/awards/voting-1992.html#AS', 'name': 'AS-16'}]",18,2,,MTL
1,25,68,0,66,10,1992-93,7,0,8,0,,NHL,11.8,3,27,57,[],18,8,,MTL
1,16,61,0,68,12,1993-94,12,0,2,0,,NHL,3.3,0,28,73,[],14,2,,MTL
0,2,36,1,45,5,1994-95,4,0,3,0,,NHL,8.3,0,29,40,[],8,3,,MTL
0,-6,61,0,57,7,1995-96,1,0,4,2,,NHL,6.6,6,30,53,[],11,2,,TOT
0,0,3,0,7,1,1995-96,1,0,0,0,,NHL,0.0,0,30,6,[],1,0,,MTL
0,-6,45,0,37,3,1995-96,0,0,1,0,,NHL,2.2,3,30,24,[],4,1,,STL
0,0,13,0,13,3,1995-96,0,0,3,2,,NHL,23.1,3,30,23,[],6,1,,PIT
1,0,62,0,66,23,1996-97,12,0,5,0,,NHL,8.1,11,31,58,[],28,5,,TOT
1,-5,49,0,53,14,1996-97,9,0,3,0,,NHL,6.1,5,31,36,[],17,3,,PIT
0,5,13,0,13,9,1996-97,3,0,2,0,,NHL,15.4,6,31,22,[],11,2,,MDA
1,-9,92,0,71,21,1997-98,11,0,2,1,,NHL,2.2,10,32,49,[],23,1,,TOT
1,-10,74,0,53,15,1997-98,7,0,2,1,,NHL,2.7,8,32,28,[],17,1,,MDA
0,1,18,0,18,6,1997-98,4,0,0,0,,NHL,0.0,2,32,21,[],6,0,,NYI
1,-12,65,0,70,9,1998-99,9,0,2,1,19:24,NHL,3.1,0,33,70,[],11,1,1357,TOT
1,-4,38,0,35,2,1998-99,2,0,2,1,20:47,NHL,5.3,0,33,38,[],4,1,727,NSH
0,-8,27,0,35,7,1998-99,7,0,0,0,18:00,NHL,0.0,0,33,32,[],7,0,630,PHX
0,-16,44,0,53,6,1999-00,5,0,1,0,14:12,NHL,2.3,1,34,22,[],7,1,753,PHX
0,-1,0,0,1,0,2000-01,0,0,0,0,11:38,NHL,0,0,35,2,[],0,0,12,MIN
