power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
3,9,12,0,NHL,1980-81,20,5,EDM,,7,12,-3,0,20,,,25.0,2
0,5,7,1,NHL,1981-82,21,2,EDM,,5,8,-2,0,23,,,8.7,2
1,16,20,2,NHL,1982-83,22,10,EDM,,10,32,5,0,49,,,20.4,9
1,19,17,1,NHL,1983-84,23,6,EDM,,11,33,6,0,68,,SC,8.8,5
2,18,26,1,NHL,1984-85,24,10,EDM,,16,38,11,0,47,,SC,21.3,8
1,10,11,2,NHL,1985-86,25,8,EDM,,3,14,2,0,38,,,21.1,7
4,21,27,2,NHL,1986-87,26,14,EDM,,13,59,13,0,62,,SC,22.6,0
4,19,25,1,NHL,1987-88,27,9,EDM,,16,49,5,0,43,,SC,20.9,5
1,7,3,0,NHL,1988-89,28,1,EDM,,2,8,-1,0,16,,,6.3,0
2,0,22,2,NHL,1989-90,29,10,EDM,,12,20,12,0,46,,SC,21.7,8
3,18,13,0,NHL,1990-91,30,6,EDM,,7,41,-2,0,31,,,19.4,3
0,21,18,2,NHL,1992-93,32,7,TOR,,11,31,7,0,46,,,15.2,7
0,23,6,2,NHL,1993-94,33,3,NYR,,3,42,5,1,31,,SC,9.7,2
0,6,2,0,NHL,1994-95,34,1,STL,,1,0,0,0,3,,,33.3,1
0,11,5,1,NHL,1995-96,35,1,STL,,4,6,5,0,20,,,5.0,1
