average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,53,5,3,NHL,20,20,24,4,160,17,10,0,3,1980-81,EDM,30,23,"[{'link': '/awards/voting-1981.html#calder', 'name': 'Calder-11'}]",18.8,,58
,105,8,0,NHL,21,52,71,46,252,29,9,0,15,1981-82,EDM,38,67,"[{'link': '/awards/voting-1982.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-1982.html#AS', 'name': 'AS-7'}]",15.1,,80
,104,10,0,NHL,22,37,70,41,243,37,11,1,18,1982-83,EDM,48,56,"[{'link': '/awards/voting-1983.html#AS', 'name': 'AS-4'}]",19.8,,72
,99,11,4,NHL,23,33,65,41,277,39,11,1,11,1983-84,EDM,54,45,"[{'link': '/awards/voting-1984.html#AS', 'name': 'AS-5'}]",19.5,,0
,81,6,1,NHL,24,25,69,24,258,29,12,2,12,1984-85,EDM,42,39,"[{'link': '/awards/voting-1985.html#AS', 'name': 'AS-6'}]",16.3,,0
,102,0,2,NHL,25,34,90,38,243,34,18,0,14,1985-86,EDM,54,48,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-1986.html#AS', 'name': 'AS-3'}]",22.2,,72
,73,5,1,NHL,26,32,65,27,188,27,7,0,6,1986-87,EDM,35,38,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-9'}]",18.6,,80
,88,3,1,NHL,27,35,58,5,255,21,16,0,15,1987-88,EDM,38,50,"[{'link': '/awards/voting-1988.html#AS', 'name': 'AS-11'}]",14.9,,0
,64,3,0,NHL,28,35,93,-16,212,9,7,2,11,1988-89,EDM,16,48,[],7.5,,79
,72,7,1,NHL,29,26,107,-1,204,16,17,0,12,1989-90,EDM,34,38,[],16.7,,73
,55,4,0,NHL,30,21,59,-7,193,16,8,1,9,1990-91,EDM,24,31,[],12.4,,74
,57,4,0,NHL,31,21,100,-13,188,19,5,0,12,1991-92,TOR,24,33,[],12.8,,72
,65,3,0,NHL,32,25,117,19,161,11,11,0,18,1992-93,TOR,22,43,[],13.7,,76
,41,3,0,NHL,33,13,62,-5,149,14,7,0,7,1993-94,TOT,21,20,[],14.1,,85
,35,3,0,NHL,33,12,50,-6,127,12,5,0,6,1993-94,TOR,17,18,[],13.4,,73
,6,0,0,NHL,33,1,12,1,22,2,2,0,1,1993-94,NYR,4,2,[],18.2,,12
,26,3,0,NHL,34,11,37,9,54,12,0,0,3,1994-95,STL,12,14,[],22.2,,36
,14,1,0,NHL,35,8,33,-11,71,4,2,0,0,1995-96,TOT,6,8,[],8.5,,32
,10,1,0,NHL,35,6,27,0,36,4,0,0,0,1995-96,EDM,4,6,[],11.1,,17
,4,0,0,NHL,35,2,6,-11,35,0,2,0,0,1995-96,STL,2,2,[],5.7,,15
