assists,year,games_played,points,goals,team,age,pim,plus_minus,league
25,2013-14,65,40,15,Hershey Bears,24,24,8,AHL
6,2014-15,11,8,2,Straubing Tigers,25,6,-2,DEL
0,2014-15,8,1,1,K\xc3\x83\xc2\xa4rp\xc3\x83\xc2\xa4t,25,20,-2,Liiga
3,2014-15,5,3,0,K\xc3\x83\xc2\xa4rp\xc3\x83\xc2\xa4t,25,0,-4,Champions HL
7,2014-15,13,10,3,Florida Everblades,25,2,6,ECHL
2,2014-15,10,2,0,Vienna Capitals,25,0,-4,Austria
1,2014-15,12,1,0,Syracuse Crunch,25,2,-2,AHL
