age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,0,0,NHL,3,0,1981-82,0,4,0,,0,12,,CGY,0
21,,12.5,2,1,-8,NHL,9,0,1982-83,0,16,2,,0,18,,CGY,3
22,,20.0,1,2,0,NHL,8,0,1983-84,0,5,1,,0,8,,CGY,3
23,,6.7,0,4,1,NHL,4,1,1984-85,0,15,1,,0,2,,CGY,5
24,,0.0,0,0,-1,NHL,3,0,1985-86,0,3,0,,0,6,,NYI,0
25,,4.0,1,4,4,NHL,14,0,1986-87,0,25,1,,0,10,,NYI,5
26,,14.3,0,0,3,NHL,6,1,1987-88,0,7,1,,0,4,,NYI,1
27,,10.5,1,0,1,NHL,16,1,1988-89,0,19,2,,0,10,,CHI,2
28,,5.3,1,3,6,NHL,20,0,1989-90,0,19,1,,0,19,,CHI,4
29,,20.0,1,0,1,NHL,6,0,1990-91,0,5,1,,0,8,,CHI,1
30,,0.0,0,1,-1,NHL,7,0,1991-92,0,16,0,,0,2,,HAR,1
31,,0,0,0,-1,NHL,1,0,1992-93,0,0,0,,0,0,,DET,0
