goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.7,0,NHL,5,LAK,263,19,3,0,0,17,0,0,1,0,1,0,0,0,0,.888,1994-95,152,3.88,0,[],135
1.1,0,NHL,5,LAK,262,20,1,0,0,12,0,0,0,0,3,0,0,0,0,.918,1995-96,147,2.75,0,[],135
1.1,0,NHL,5,LAK,265,21,1,0,0,11,0,0,1,0,2,0,0,0,0,.925,1996-97,147,2.49,0,[],136
4.1,0,NHL,17,LAK,920,22,5,75,0,34,0,11.19,1,2,9,0,0,0,0,.929,1997-98,482,2.22,0,"[{'link': '/awards/voting-1998.html#calder', 'name': 'Calder-11'}]",448
4.9,0,NHL,28,LAK,1525,23,12,91,1,61,0,5.76,2,4,12,1,0,0,0,.916,1998-99,724,2.40,6,[],663
6.5,0,NHL,42,LAK,2206,24,15,96,1,93,0,3.37,5,1,18,1,0,0,0,.908,1999-00,1008,2.53,4,[],915
6.4,0,NHL,45,LAK,2498,25,18,104,0,114,0,-4.59,6,4,19,0,0,0,0,.899,2000-01,1131,2.74,4,[],1017
2.8,0,NHL,19,LAK,886,26,4,84,0,28,0,5.21,3,2,9,0,0,0,0,.922,2001-02,360,1.90,4,[],332
5.1,0,NHL,39,LAK,2027,27,19,104,1,86,0,-3.59,2,3,12,1,0,0,0,.905,2002-03,904,2.55,8,[],818
0.6,0,NHL,14,CAR,660,28,8,0,0,32,0,0,2,0,0,0,0,0,0,.878,2003-04,262,2.91,0,[],230
