bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],1,5.13,-16.40,482,NHL,0,19,0,405,0,0,0,127,77,.840,1985-86,NJD,9,1.4,1,1,4,18,901
0,0,[],0,4.79,-20.74,569,NHL,0,20,0,480,12,0,0,130,89,.844,1986-87,NJD,13,1.5,0,2,4,22,1114
0,0,[],0,4.71,0,65,NHL,0,22,0,54,0,0,0,0,11,.831,1988-89,NJD,1,0.1,0,0,1,3,140
0,2,[],1,3.04,2.24,637,NHL,0,25,0,568,2,0,0,97,69,.892,1991-92,NJD,7,3.6,1,1,13,26,1363
0,2,[],1,3.67,-10.43,1178,NHL,0,26,0,1032,8,0,0,108,146,.876,1992-93,NJD,16,5.4,1,4,21,42,2389
0,0,[],0,4.59,-65.03,1801,NHL,0,27,0,1547,8,0,0,134,0,.859,1993-94,OTT,0,4.0,0,4,11,63,3319
0,0,[],0,3.62,-13.22,380,NHL,0,28,0,329,4,0,0,135,51,.866,1994-95,TOT,7,0.8,0,2,5,17,845
0,0,[],0,4.07,-8.14,240,NHL,0,28,0,208,2,0,0,134,32,.867,1994-95,OTT,6,0.6,0,2,0,9,472
0,0,[],0,3.06,0,140,NHL,0,28,0,121,2,0,0,0,19,.864,1994-95,BOS,1,0.3,0,0,5,8,373
0,1,[],0,3.43,-18.66,594,NHL,0,29,0,515,2,0,0,131,79,.867,1995-96,BOS,13,1.5,0,3,10,27,1380
0,1,[],2,2.65,2.64,584,NHL,0,30,0,531,2,0,0,95,53,.909,1996-97,COL,8,3.4,2,2,11,23,1200
0,1,[],0,2.32,10.13,588,NHL,0,31,0,543,2,0,0,82,45,.923,1997-98,COL,7,4.6,0,4,8,23,1162
0,0,[],0,2.87,-6.63,492,NHL,0,32,0,440,2,0,0,115,52,.894,1998-99,COL,8,2.2,0,1,11,21,1086
0,2,[],0,2.75,0,310,NHL,0,33,0,282,0,0,0,0,28,.910,1999-00,WSH,6,2.1,0,1,3,13,611
0,0,[],1,2.45,0,317,NHL,0,34,0,290,0,0,0,0,27,.915,2000-01,WSH,5,2.3,1,2,3,12,660
0,0,[],0,3.04,0,295,NHL,0,35,0,259,0,0,0,0,36,.878,2001-02,WSH,5,0.8,0,3,4,17,710
0,0,[],0,4.70,0,96,NHL,0,36,0,79,0,0,0,0,17,.823,2002-03,WSH,3,-0.4,0,1,1,5,217
