year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1923-24,21,0,0,0,0,USAHA,10,Cleveland Indians,0
1924-25,22,24,0,0,0,USAHA,23,Fort Pitt Panthers,24
1925-26,23,12,44,8,0,CHL,32,Minneapolis Millers,20
1931-32,29,16,65,4,0,AHA,48,Kansas City Pla-Mors,20
1932-33,30,7,32,4,0,AHA,32,Kansas City Pla-Mors,11
1933-34,31,10,16,4,0,AHA,46,Oklahoma City Warriors,14
1934-35,32,3,15,4,0,AHA,43,Oklahoma City Warriors,7
1935-36,33,1,12,9,0,AHA,39,St. Louis Flyers,10
1936-37,34,5,16,9,0,AHA,47,St. Louis Flyers,14
1937-38,35,0,2,0,0,AHA,7,St. Louis Flyers,0
