age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,0,0,0,0,NHL,0,0,1922-23,0,0,1,,0,11,,MTL,1
22,SC,0,0,0,0,NHL,0,0,1923-24,0,0,1,,0,0,,MTL,2
23,,0,0,0,0,NHL,1,0,1924-25,0,0,0,,0,5,,MTL,0
25,,0,0,0,0,NHL,4,0,1926-27,0,0,1,,0,10,,MTL,1
26,,0,0,0,0,NHL,2,0,1927-28,0,0,0,,0,4,,MTL,0
27,,0,0,1,0,NHL,3,0,1928-29,0,0,1,,0,10,,MTL,2
28,SC,0,0,2,0,NHL,0,0,1929-30,0,0,0,,0,6,,MTL,2
29,SC,0,0,0,0,NHL,0,0,1930-31,0,0,0,,0,12,,MTL,4
30,,0,0,0,0,NHL,4,0,1931-32,0,0,2,,0,4,,MTL,2
31,,0,0,1,0,NHL,2,0,1932-33,0,0,2,,0,2,,MTL,3
32,,0,0,1,0,NHL,2,0,1933-34,0,0,0,,0,0,,MTL,1
33,,0,0,0,0,NHL,2,0,1934-35,0,0,1,,0,0,,MTL,1
35,,0,0,3,0,NHL,5,0,1936-37,0,0,0,,0,2,,MTL,3
