shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1995-96,20,0,,0,9,0,0,1,0,TOT,0,22,0,NHL,0,,11,0,[],0
0.0,1995-96,15,0,,0,5,0,0,-2,0,NJD,0,22,0,NHL,0,,8,0,[],0
0.0,1995-96,5,0,,0,4,0,0,3,0,CGY,0,22,0,NHL,0,,3,0,[],0
1.7,1996-97,91,5,,1,58,0,0,-2,6,CGY,1,23,0,NHL,1,,63,7,[],0
4.3,1997-98,169,16,,0,117,6,3,1,22,CGY,5,24,0,NHL,1,,79,27,[],1
3.6,1998-99,117,8,1214,0,83,1,3,-8,9,CGY,3,25,0,NHL,0,16:38,73,12,[],0
2.4,1999-00,47,6,594,0,41,0,1,-11,6,CGY,1,26,0,NHL,0,12:38,47,7,[],0
1.1,2000-01,128,7,1647,0,93,0,1,-5,7,NSH,1,27,1,NHL,0,20:05,82,8,[],0
0.0,2001-02,121,2,1188,0,70,0,0,-18,2,NSH,0,28,0,NHL,0,18:51,63,2,[],0
2.4,2002-03,121,6,1527,0,82,0,2,-11,6,NSH,2,29,1,NHL,0,19:05,80,8,[],0
2.6,2003-04,123,16,1760,0,115,1,2,-4,17,PHX,3,30,0,NHL,0,21:28,82,20,[],1
0.0,2005-06,63,4,596,0,34,0,0,-8,4,TOT,0,32,0,NHL,0,15:18,39,4,[],0
0.0,2005-06,43,3,407,0,27,0,0,-9,3,CBJ,0,32,0,NHL,0,15:04,27,3,[],0
0.0,2005-06,20,1,189,0,7,0,0,1,1,CGY,0,32,0,NHL,0,15:47,12,1,[],0
