shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1977-78,12,1,,0,3,0,0,-2,1,CBH,0,22,0,NHL,0,,5,1,[],0
0.0,1978-79,5,2,,0,3,0,0,-4,2,CBH,0,23,0,NHL,0,,6,2,[],0
8.0,1981-82,142,15,,0,88,5,3,13,20,PHI,7,26,0,NHL,0,,57,27,[],4
4.0,1982-83,40,7,,2,50,2,1,7,11,PHI,2,27,0,NHL,0,,35,13,[],1
5.0,1983-84,61,12,,0,80,0,4,-20,12,NJD,4,28,0,NHL,0,,58,16,[],0
2.7,1984-85,65,5,,1,37,0,1,-15,6,NJD,1,29,0,NHL,0,,37,7,[],0
