average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,16,0,0,NHL,22,14,61,3,58,2,0,0,0,1992-93,PHI,2,14,[],3.4,,52
,23,3,0,NHL,23,8,68,0,85,12,0,0,3,1993-94,TOT,12,11,[],14.1,,59
,21,3,0,NHL,23,7,58,2,79,12,0,0,2,1993-94,PHI,12,9,[],15.2,,47
,2,0,0,NHL,23,1,10,-2,6,0,0,0,1,1993-94,SJS,0,2,[],0.0,,12
,2,0,0,NHL,24,0,0,-2,6,2,0,0,0,1994-95,SJS,2,0,[],33.3,,6
,1,0,0,NHL,25,0,0,-4,9,1,0,0,0,1995-96,MDA,1,0,[],11.1,,7
12:52,1,0,0,NHL,28,1,4,-1,5,0,0,0,0,1998-99,TOT,0,1,[],0.0,39,3
16:21,0,0,0,NHL,28,0,2,-1,0,0,0,0,0,1998-99,FLA,0,0,[],0,16,1
11:08,1,0,0,NHL,28,1,2,0,5,0,0,0,0,1998-99,OTT,0,1,[],0.0,22,2
9:04,0,0,0,NHL,29,0,0,-4,2,0,0,0,0,1999-00,TOT,0,0,[],0.0,45,5
8:42,0,0,0,NHL,29,0,0,-2,1,0,0,0,0,1999-00,TBL,0,0,[],0.0,17,2
9:19,0,0,0,NHL,29,0,0,-2,1,0,0,0,0,1999-00,OTT,0,0,[],0.0,28,3
