goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.3,0,NHL,2,CBH,120,20,0,0,0,6,0,0,0,0,2,0,0,0,0,0,1970-71,0,3.00,0,[],0
7.0,0,NHL,56,CGS,3121,21,25,0,2,173,0,0,13,4,16,2,0,0,0,0,1971-72,0,3.33,6,"[{'link': '/awards/voting-1972.html#calder', 'name': 'Calder-4'}]",0
5.3,0,NHL,0,CGS,0,22,32,0,2,0,0,0,0,1,12,2,0,0,0,0,1972-73,0,4.06,4,[],0
3.1,0,NHL,47,CGS,2800,23,0,0,1,198,0,0,5,1,9,1,0,0,0,0,1973-74,0,4.24,2,[],0
5.1,0,NHL,47,CGS,2771,24,27,0,6,186,0,0,10,1,9,6,0,0,0,0,1974-75,0,4.03,14,"[{'link': '/awards/voting-1975.html#AS', 'name': 'AS-8'}]",0
6.4,0,NHL,41,CGS,2440,25,23,0,1,140,0,0,6,1,12,1,0,0,0,0,1975-76,0,3.44,0,[],0
7.3,0,NHL,51,CLE,2961,26,24,0,3,171,0,0,6,2,19,3,0,0,0,0,1976-77,0,3.47,18,"[{'link': '/awards/voting-1977.html#AS', 'name': 'AS-8'}]",0
6.1,0,NHL,54,CLE,3100,27,27,0,0,195,0,0,8,1,16,0,0,0,0,0,1977-78,0,3.77,4,[],0
9.0,0,NHL,53,MNS,3118,28,25,0,1,173,0,0,7,2,20,1,0,0,0,0,1978-79,0,3.33,25,[],0
10.2,0,NHL,54,MNS,3141,29,20,0,1,160,0,0,5,1,27,1,0,0,0,0,1979-80,0,3.06,4,"[{'link': '/awards/voting-1980.html#AS', 'name': 'AS-7'}]",0
7.5,0,NHL,38,MNS,2215,30,14,0,0,120,0,0,6,2,17,0,0,0,0,0,1980-81,0,3.25,2,[],0
10.0,0,NHL,51,MNS,3026,31,15,0,1,175,0,0,9,1,26,1,0,0,0,0,1981-82,0,3.47,6,"[{'link': '/awards/voting-1982.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1982.html#hart', 'name': 'Hart-12'}, {'link': '/awards/voting-1982.html#vezina', 'name': 'Vezina-8'}]",0
8.1,0,NHL,47,MNS,2689,32,13,0,1,160,0,0,11,1,20,1,0,0,0,0,1982-83,0,3.57,0,"[{'link': '/awards/voting-1983.html#AS', 'name': 'AS-15'}]",0
7.6,0,NHL,52,MNS,2883,33,17,104,1,201,0,-8.19,8,2,21,1,0,0,0,.868,1983-84,1524,4.18,2,[],1323
5.4,0,NHL,32,MNS,1817,34,13,97,0,115,0,4.03,6,0,10,0,0,0,0,.879,1984-85,949,3.80,2,[],834
5.8,0,NHL,34,PIT,1989,35,15,94,1,119,0,7.10,5,0,13,1,0,0,0,.881,1985-86,1003,3.59,2,[],884
6.2,0,NHL,43,PIT,2343,36,19,99,1,134,0,0.72,7,0,13,1,0,0,0,.881,1986-87,1123,3.43,20,[],989
3.3,0,NHL,27,PIT,1394,37,9,109,0,95,0,-8.24,5,0,8,0,0,0,0,.868,1987-88,722,4.09,0,[],627
