year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1915-16,17,4,20,4,0,MHL-Sr.,7,Winnipeg 61st Battalion,8
1917-18,19,14,22,7,0,MHL-Sr.,8,Winnipeg Somme,21
1918-19,20,22,6,10,0,MHL-Sr.,9,Winnipeg Argonauts,32
1919-20,21,11,30,1,0,SSHL,10,Moose Jaw Maple Leafs,12
1920-21,22,15,56,6,0,SSHL,13,Moose Jaw Maple Leafs,21
1921-22,23,10,6,2,0,WCHL,14,Regina Capitals,12
1922-23,24,6,33,4,0,WCHL,23,Regina Capitals,10
1923-24,25,11,34,6,0,WCHL,23,Edmonton Eskimos,17
1924-25,26,7,48,8,0,WCHL,16,Calgary Tigers,15
1925-26,27,14,66,4,0,WHL,28,2 Teams,18
1925-26,27,3,34,2,0,WHL,11,Calgary Tigers,5
1925-26,27,11,32,2,0,WHL,17,Edmonton Eskimos,13
1926-27,28,26,58,25,0,PrHL,32,Calgary Tigers,51
1927-28,29,1,8,1,0,AHA,5,Minneapolis Millers,2
1927-28,29,9,14,7,0,PrHL,16,Regina Capitals,16
1928-29,30,2,22,2,0,Can-Am,23,Philadelphia Arrows,4
