won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
,0,NHL,9,DET,561,24,0,0,0,20,0,0,0,0,4,0,0,0,0,0,1940-41,0,2.14,0,0
,0,NHL,12,DET,720,25,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1941-42,0,3.17,0,0
SC,0,NHL,0,DET,0,26,2,0,0,22,0,0,0,0,0,0,0,0,0,0,1942-43,0,0,0,0
,0,NHL,1,DET,40,30,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1946-47,0,7.50,0,0
