shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
2,19:57,LW,13.8,37,253,23,2,25,6,35,52,Jamie Benn,10.7,1.5,87,10,64,1636,82,1,9.3,13,/players/b/bennja01.html
0,19:33,C,13.2,24,280,24,0,23,5,37,40,Tyler Seguin,10.2,1.2,77,13,20,1388,71,-1,9.1,16,/players/s/seguity01.html
0,17:13,C,8.3,23,204,13,0,31,1,17,45,Jason Spezza,5.9,0.9,62,4,28,1412,82,-7,5.0,22,/players/s/spezzja01.html
2,17:12,C,13.4,18,142,15,1,23,6,19,21,Cody Eakin,4.0,1.1,40,2,26,1341,78,-1,2.9,2,/players/e/eakinco01.html
0,21:50,D,11.2,19,98,9,0,22,3,11,29,John Klingberg,6.7,2.7,40,2,32,1420,65,5,4.0,10,/players/k/klingjo01.html
2,22:53,D,14.2,16,113,8,0,31,2,16,22,Trevor Daley,5.6,1.4,38,6,34,1556,68,-13,4.2,6,/players/d/daleytr01.html
0,23:49,D,3.3,22,122,4,2,29,0,4,32,Alex Goligoski,5.2,3.1,36,0,24,1929,81,0,2.1,8,/players/g/goligal01.html
1,14:32,LW,18.4,11,98,15,0,36,0,18,15,Erik Cole,4.4,0.9,33,2,14,828,57,4,3.5,4,/players/c/coleer01.html
0,13:38,RW,7.9,14,140,10,0,31,1,11,21,Ales Hemsky,2.5,0.6,32,1,16,1037,76,-8,2.0,7,/players/h/hemskal01.html
1,13:08,C,9.8,15,132,9,1,34,2,13,16,Vernon Fiddler,2.5,0.7,29,3,34,1050,80,-5,1.8,0,/players/f/fiddlve01.html
0,13:01,C,13.4,17,82,7,0,36,1,11,18,Shawn Horcoff,3.0,1.2,29,4,27,989,76,9,1.8,1,/players/h/horcosh01.html
0,13:43,RW,15.4,10,91,8,0,30,2,14,13,Patrick Eaves,3.9,1.1,27,6,8,645,47,12,2.8,3,/players/e/eavespa01.html
0,12:43,C,8.0,13,113,9,0,25,2,9,17,Colton Sceviour,2.3,0.8,26,0,13,903,71,1,1.4,4,/players/s/scevico01.html
0,14:31,LW,11.5,9,113,13,0,25,1,13,12,Antoine Roussel,1.2,0.1,25,0,148,1162,80,-20,1.1,3,/players/r/roussan01.html
1,13:34,LW,5.6,17,143,7,0,29,2,8,17,Ryan Garbutt,1.6,0.4,25,0,55,909,67,-9,1.2,0,/players/g/garbury01.html
0,19:26,D,6.3,14,79,3,0,26,2,5,17,Jason Demers,3.7,2.2,22,2,63,1185,61,3,1.6,3,/players/d/demerja01.html
0,18:04,D,2.9,11,70,2,1,27,0,2,14,Jordie Benn,2.1,1.7,16,0,34,1319,73,-5,0.4,2,/players/b/bennjo01.html
0,16:31,D,0.0,10,40,0,0,23,0,0,10,Jyrki Jokipakka,1.3,1.2,10,0,8,842,51,-2,0.1,0,/players/j/jokipjy01.html
0,13:59,RW,7.7,2,78,6,0,21,1,6,3,Brett Ritchie,0.8,0.3,9,0,12,434,31,-1,0.5,1,/players/r/ritchbr01.html
0,9:03,LW,12.0,6,25,3,0,32,0,3,6,Travis Moen,0.8,0.3,9,0,14,308,34,0,0.5,0,/players/m/moentr01.html
0,13:24,D,2.8,7,36,1,0,22,0,1,7,Jamie Oleksiak,1.2,0.8,8,0,8,482,36,0,0.4,0,/players/o/oleksja01.html
0,11:32,LW,9.8,1,41,4,0,23,0,4,1,Curtis McKenzie,-0.1,0.0,5,0,48,415,36,-8,-0.1,0,/players/m/mckencu01.html
0,56:53,G,,2,0,0,0,31,0,0,3,Kari Lehtonen,8.7,0.0,3,0,2,3698,65,0,0.0,1,/players/l/lehtoka01.html
0,16:13,D,0.0,3,16,0,0,22,0,0,3,Patrik Nemeth,0.5,0.6,3,0,6,357,22,0,-0.1,0,/players/n/nemetpa01.html
0,12:05,D,0.0,2,10,0,0,24,0,0,2,Kevin Connauton,0.6,0.5,2,0,6,97,8,4,0.1,0,/players/c/connake01.html
0,20:37,D,0.0,1,16,0,0,24,0,0,1,Brenden Dillon,0.1,0.5,1,0,23,412,20,-2,-0.4,0,/players/d/dillobr01.html
0,13:02,D,0.0,1,1,0,0,40,0,0,1,Sergei Gonchar,0.0,0.0,1,0,2,39,3,-1,0.1,0,/players/g/gonchse01.html
0,51:42,G,,1,0,0,0,26,0,0,1,Anders Lindback,0.3,0.0,1,0,0,517,10,0,0.0,0,/players/l/lindban01.html
0,13:46,RW,0.0,1,6,0,0,19,0,0,1,Valeri Nichushkin,-0.3,-0.1,1,0,2,110,8,-5,-0.2,0,/players/n/nichuva01.html
0,48:26,G,,0,0,0,0,26,0,0,0,Jhonas Enroth,1.3,0.0,0,0,0,630,13,0,0.0,0,/players/e/enrotjh01.html
0,12:06,C,0.0,0,10,0,0,31,0,0,0,Travis Morin,-0.1,0.1,0,0,0,73,6,1,-0.2,0,/players/m/morintr01.html
0,9:19,LW,,0,0,0,0,22,0,0,0,Brendan Ranford,0.0,0.0,0,0,0,9,1,0,0.0,0,/players/r/ranfobr01.html
0,46:13,G,,0,0,0,0,27,0,0,0,Jussi Rynnas,-0.1,0.0,0,0,0,92,2,0,0.0,0,/players/r/rynnaju01.html
0,14:25,D,0.0,0,6,0,0,27,0,0,0,David Schlemko,0.0,0.1,0,0,0,72,5,0,-0.1,0,/players/s/schleda01.html
