shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1963-64,0,0,,0,0,0,0,0,1,MTL,0,27,0,NHL,0,,4,1,[],0
0,1964-65,107,0,,0,0,0,1,0,14,MTL,1,28,0,NHL,0,,68,15,[],0
0,1965-66,87,0,,0,0,0,0,0,13,MTL,0,29,0,NHL,0,,53,13,[],0
0,1966-67,86,0,,0,0,0,1,0,16,MTL,2,30,0,NHL,0,,65,18,[],1
8.9,1967-68,78,15,,0,56,1,5,23,16,MTL,5,31,1,NHL,0,,67,21,[],0
8.5,1968-69,102,18,,0,82,0,6,24,18,MTL,7,32,0,NHL,1,,76,25,"[{'link': '/awards/nhl_all_star.html#1969', 'name': None}, {'link': '/awards/voting-1969.html#norris', 'name': 'Norris-4'}]",0
4.6,1969-70,116,17,,0,65,0,3,9,17,MTL,3,33,0,NHL,0,,74,20,[],0
2.2,1970-71,130,12,,0,90,1,1,0,13,MNS,2,34,0,NHL,0,,78,15,"[{'link': '/awards/voting-1971.html#hart', 'name': 'Hart-14'}]",1
2.2,1971-72,77,13,,1,89,1,2,0,15,MNS,2,35,0,NHL,0,,78,17,[],0
7.4,1972-73,83,23,,0,94,0,7,25,23,MNS,7,36,1,NHL,0,,78,30,[],0
0.0,1973-74,86,14,,0,74,2,0,-14,16,TOT,0,37,0,NHL,0,,77,16,[],0
0.0,1973-74,4,1,,0,10,0,0,-8,1,MNS,0,37,0,NHL,0,,12,1,[],0
0.0,1973-74,66,9,,0,32,2,0,-4,11,DET,0,37,0,NHL,0,,41,11,[],0
0.0,1973-74,16,4,,0,32,0,0,-2,4,STL,0,37,0,NHL,0,,24,4,[],0
2.6,1974-75,48,6,,0,38,0,1,27,6,PHI,1,38,1,NHL,0,,70,7,[],0
