even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,5,MTL,0,45,28,0,,NHL,0,8,,1964-65,13,0.0,SC,0,5,-1
0,0,MTL,0,38,29,0,,NHL,0,14,,1965-66,10,0.0,SC,0,0,2
0,1,MTL,0,19,30,0,,NHL,0,11,,1966-67,10,0.0,,0,1,6
0,4,MTL,0,22,31,0,,NHL,0,15,,1967-68,13,0.0,SC,0,4,10
1,2,MTL,1,34,32,0,,NHL,0,12,,1968-69,0,8.3,SC,0,3,1
0,4,MNS,0,36,34,0,,NHL,0,12,,1970-71,12,0.0,,0,4,-6
0,1,MNS,0,17,35,0,,NHL,0,7,,1971-72,7,0.0,,0,1,1
0,1,MNS,0,15,36,0,,NHL,0,4,,1972-73,5,0.0,,0,1,-2
0,4,PHI,0,4,38,0,,NHL,0,7,,1974-75,16,0.0,SC,0,4,4
