assists,team,goals,year,games_played,points,pim,age,plus_minus,league
5,Winnipeg Monarchs,4,1953-54,36,9,94,17,0,MJHL
15,Winnipeg Monarchs,2,1954-55,32,17,137,18,0,MJHL
23,Winnipeg Monarchs,6,1955-56,20,29,78,19,0,MJHL
0,Springfield Indians,0,1956-57,2,0,4,20,0,AHL
33,Philadelphia Ramblers,11,1956-57,61,44,103,20,0,EHL
19,Philadelphia Ramblers,10,1957-58,62,29,82,21,0,EHL
2,Springfield Indians,0,1958-59,9,2,11,22,0,AHL
12,Victoria Cougars,4,1958-59,58,16,82,22,0,WHL
13,Springfield Indians,4,1959-60,63,17,100,23,0,AHL
22,Springfield Indians,4,1960-61,69,26,76,24,0,AHL
29,Springfield Indians,2,1961-62,70,31,142,25,0,AHL
30,Springfield Indians,8,1962-63,72,38,172,26,0,AHL
23,Cleveland Barons,6,1963-64,67,29,109,27,0,AHL
