pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Edmonton Eskimos,0,0,0,PrHL,19,1926-27,19,0
23,Springfield Indians,1,0,11,Can-Am,39,1928-29,21,10
0,2 Teams,0,0,0,PCHL,12,1928-29,21,0
0,Portland Buckaroos,0,0,0,PCHL,10,1928-29,21,0
0,Victoria Cubs,0,0,0,PCHL,2,1928-29,21,0
22,Springfield Indians,24,0,52,Can-Am,38,1929-30,22,28
10,Springfield Indians,10,0,15,Can-Am,13,1930-31,23,5
27,London Tecumsehs,9,0,28,IHL,48,1931-32,24,19
23,London Tecumsehs,14,0,33,IHL,41,1932-33,25,19
19,Detroit Olympics,18,0,35,IHL,43,1933-34,26,17
18,Boston Cubs,37,0,56,Can-Am,42,1934-35,27,19
4,Boston Cubs,7,0,10,Can-Am,18,1935-36,28,3
11,Detroit Olympics,13,0,18,IHL,28,1935-36,28,5
22,Springfield Indians,11,0,17,IAHL,47,1936-37,29,6
17,2 Teams,9,0,11,IAHL,38,1937-38,30,2
0,Springfield Indians,7,0,8,IAHL,14,1937-38,30,1
17,New Haven Eagles,2,0,3,IAHL,24,1937-38,30,1
13,St. Paul Saints,26,0,54,AHA,47,1938-39,31,28
19,St. Paul Saints,36,0,52,AHA,47,1939-40,32,16
18,St. Paul Saints,15,0,20,AHA,48,1940-41,33,5
19,Fort Worth Rangers,11,0,22,AHA,43,1941-42,34,11
