assists,team,goals,year,games_played,points,pim,age,plus_minus,league
26,Edina Hornets,20,1992-93,25,46,0,16,0,High-MN
20,Edina Hornets,21,1993-94,24,41,50,17,0,High-MN
1,University of Minnesota,7,1994-95,33,8,86,18,0,WCHA
19,University of Minnesota,16,1995-96,39,35,101,19,0,WCHA
24,University of Minnesota,17,1996-97,42,41,79,20,0,WCHA
12,University of Minnesota,10,1997-98,35,22,81,21,0,WCHA
13,Portland Pirates,10,1998-99,72,23,106,22,-6,AHL
22,Cleveland Lumberjacks,7,1999-00,82,29,140,23,-7,IHL
21,Norfolk Admirals,30,2000-01,69,51,74,24,15,AHL
30,Norfolk Admirals,19,2001-02,72,49,85,25,1,AHL
28,Norfolk Admirals,27,2002-03,78,55,59,26,-11,AHL
23,Cincinnati Mighty Ducks,15,2003-04,78,38,123,27,-10,AHL
1,HC La Chaux-de-Fonds,2,2004-05,4,3,6,28,0,Swiss-2
7,Cincinnati Mighty Ducks,4,2004-05,54,11,92,28,-2,AHL
