league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
WHA,75,0,19,173,59,0,,BRB,[],15.0,23,33,14,26,0,1978-79,,3,0,0,0
NHL,69,5,20,144,37,1,,TOT,[],15.3,19,15,-16,22,0,1979-80,,3,188,0,14
NHL,47,4,20,89,21,0,,VAN,[],14.6,12,8,-12,13,0,1979-80,,1,111,0,8
NHL,22,1,20,55,16,1,,TOR,[],16.4,7,7,-4,9,0,1979-80,,2,77,0,6
NHL,75,1,21,195,62,6,,TOR,[],16.9,23,29,-16,33,2,1980-81,,8,229,0,23
NHL,77,6,22,267,89,6,,TOR,"[{'link': '/awards/voting-1982.html#AS', 'name': 'AS-6'}]",20.2,37,35,12,54,5,1981-82,,12,157,1,28
NHL,78,8,23,296,79,11,,TOR,"[{'link': '/awards/voting-1983.html#AS', 'name': 'AS-6'}]",17.2,30,28,-13,51,3,1982-83,,18,105,1,16
NHL,76,6,24,261,93,13,,TOR,"[{'link': '/awards/voting-1984.html#AS', 'name': 'AS-6'}]",19.9,35,41,-12,52,0,1983-84,,17,114,0,28
NHL,72,2,25,258,68,9,,TOR,[],13.6,22,33,-26,35,0,1984-85,,13,112,0,24
NHL,61,1,26,225,64,6,,TOR,[],14.7,21,31,-19,33,0,1985-86,,12,85,1,24
NHL,73,6,27,214,66,8,,TOR,[],15.0,23,34,12,32,1,1986-87,,8,61,0,26
NHL,76,6,28,229,69,11,,CHI,[],18.8,24,26,-20,43,0,1987-88,,19,108,0,15
NHL,58,4,29,138,57,14,,TOT,[],22.5,15,26,2,31,0,1988-89,,16,124,0,12
NHL,30,1,29,57,25,8,,CHI,[],21.1,3,13,-5,12,0,1988-89,,9,60,0,5
NHL,28,3,29,81,32,6,,BUF,[],23.5,12,13,7,19,0,1988-89,,7,64,0,7
NHL,70,4,30,195,48,8,,BUF,[],14.9,21,19,9,29,0,1989-90,,8,74,0,11
NHL,71,3,31,155,52,8,,BUF,[],16.1,16,27,11,25,0,1990-91,,9,74,0,19
NHL,20,0,32,25,4,2,,BUF,[],4.0,1,3,-2,1,0,1991-92,,0,14,0,1
