average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,20,0,2,0,0,0,0,0,0,1956-57,BOS,0,3,[],0,,18
,0,0,0,NHL,21,0,2,0,0,0,0,0,0,1957-58,BOS,0,0,[],0,,9
,9,0,0,NHL,25,0,14,0,0,0,0,0,0,1961-62,BOS,7,2,[],0,,34
,1,0,0,NHL,27,0,0,0,0,0,0,0,0,1963-64,BOS,0,1,[],0,,7
