year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1947-48,16,4,0,1,0,NOJHA,9,Copper Cliff Jr. Redmen,5
1948-49,17,24,37,20,0,OHA-Jr.,45,St. Catharines Teepees,44
1949-50,18,15,60,17,0,OHA-Jr.,36,Barrie Flyers,32
1950-51,19,40,116,50,0,OHA-Jr.,54,Barrie Flyers,90
1951-52,20,20,26,25,0,AHL,54,Hershey Bears,45
1953-54,22,5,23,10,0,AHL,16,Hershey Bears,15
1964-65,33,16,32,31,0,AHL,65,Pittsburgh Hornets,47
1965-66,34,6,8,17,0,WHL,47,Los Angeles Blades,23
1966-67,35,19,22,37,0,WHL,59,Los Angeles Blades,56
1967-68,36,11,25,26,0,IHL,37,Port Huron Flags,37
