age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,7.7,1,2,5,NHL,10,0,1985-86,1,13,1,,0,38,,HAR,3
22,,0.0,0,1,-2,NHL,5,0,1986-87,0,4,0,,0,41,,HAR,1
23,,0.0,0,0,-2,NHL,5,0,1987-88,0,11,0,,0,8,,HAR,0
24,,0.0,0,2,0,NHL,4,0,1988-89,0,8,0,,0,4,,HAR,2
25,,20.0,1,0,2,NHL,7,0,1989-90,0,5,1,,0,2,,HAR,1
26,SC,14.3,2,2,7,NHL,20,0,1990-91,1,21,3,,1,34,,PIT,5
27,SC,0.0,0,2,7,NHL,0,0,1991-92,0,12,0,,0,39,,PIT,2
28,,7.1,1,5,5,NHL,12,0,1992-93,0,14,1,,0,24,,PIT,6
29,,0.0,0,1,-3,NHL,6,0,1993-94,0,6,0,,0,18,,PIT,1
30,,0.0,0,2,2,NHL,7,0,1994-95,0,5,0,,0,8,,PIT,2
31,,16.7,1,5,-1,NHL,11,0,1995-96,0,6,1,,0,16,,NYR,6
32,,0.0,0,2,1,NHL,15,0,1996-97,0,11,0,,0,30,,NYR,2
34,,0.0,0,3,1,NHL,9,0,1998-99,0,6,0,15:52,0,10,143,DET,3
