assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
38,0,23,28,,2.9,0.7,13,,8,LW,3.5,30,NJD,/players/b/bridgme01.html,0,121,9,-27,Mel Bridgman,18.1,1984,61,1,79,127
32,2,22,22,,2.5,0.8,15,,12,RW,3.3,20,NJD,/players/l/ludvija01.html,0,70,7,-18,Jan Ludvig,12.5,1984,54,0,74,176
27,2,20,19,,1.7,0.9,14,,7,C,2.5,19,NJD,/players/v/verbepa01.html,1,158,5,-19,Pat Verbeek,12.0,1984,47,1,79,167
33,0,11,20,,2.3,2.3,5,,14,D,4.6,17,NJD,/players/c/cireljo01.html,2,137,6,-43,Joe Cirella,7.1,1984,44,0,79,156
23,2,17,31,,1.3,0.7,15,,5,RW,1.9,18,NJD,/players/m/macmibo01.html,0,23,2,-21,Bob MacMillan,14.9,1984,40,0,71,114
23,1,13,23,,0.3,0.6,10,,5,C,1.0,18,NJD,/players/b/broteaa01.html,0,36,3,-28,Aaron Broten,12.7,1984,36,0,80,102
19,2,14,31,,0.6,0.7,11,,5,LW,1.3,14,NJD,/players/l/leverdo01.html,0,44,3,-21,Don Lever,12.6,1984,33,0,70,111
18,1,14,21,,0.7,0.6,11,,0,LW,1.2,18,NJD,/players/g/gagnepa01.html,0,33,3,-22,Paul Gagne,12.8,1984,32,0,66,109
22,0,9,31,,1.3,3.0,9,,5,D,4.2,17,NJD,/players/r/russeph01.html,0,96,0,-27,Phil Russell,7.3,1984,31,0,76,123
10,3,18,25,,1.8,0.5,14,,2,RW,2.3,8,NJD,/players/h/higgiti01.html,0,27,3,-4,Tim Higgins,25.0,1984,28,1,37,72
14,2,14,30,,0.9,0.7,12,,4,C,1.6,10,NJD,/players/m/meaghri01.html,0,16,2,-9,Rick Meagher,11.2,1984,28,0,52,125
12,0,9,25,,-0.5,0.9,7,,1,C,0.4,10,NJD,/players/c/camerda01.html,1,85,2,-11,Dave Cameron,11.4,1984,21,0,67,79
13,0,7,23,,1.0,2.2,2,,6,D,3.2,7,NJD,/players/b/brumwmu01.html,0,14,5,-5,Murray Brumwell,12.7,1984,20,0,42,55
13,0,6,21,,0.2,0.2,6,,2,LW,0.5,11,NJD,/players/l/larmeje01.html,0,8,0,-17,Jeff Larmer,10.5,1984,19,0,40,57
12,0,4,28,,0.2,2.3,4,,0,D,2.5,12,NJD,/players/h/hoffmbo01.html,0,61,0,-20,Bob Hoffmeyer,5.0,1984,16,0,58,80
6,1,9,28,,0.2,0.5,7,,0,LW,0.8,6,NJD,/players/m/mcadaga01.html,0,15,0,-4,Gary McAdam,15.0,1984,15,2,38,60
10,0,2,30,,-0.5,2.7,1,,1,D,2.2,9,NJD,/players/l/lorimbo01.html,0,62,1,-28,Bob Lorimer,3.1,1984,12,0,72,65
5,0,3,32,,-0.7,0.3,3,,3,C,-0.4,2,NJD,/players/a/antonmi01.html,0,16,0,-15,Mike Antonovich,6.4,1984,8,0,38,47
4,1,3,27,,-0.9,0.3,3,,0,RW,-0.7,4,NJD,/players/v/vautoyv01.html,0,78,0,-18,Yvon Vautour,6.8,1984,7,0,42,44
5,0,2,30,,-0.7,2.8,2,,0,D,2.1,5,NJD,/players/l/lewisda02.html,0,63,0,-19,Dave Lewis,5.3,1984,7,0,66,38
4,0,1,19,,0.2,0.6,1,,0,D,0.8,4,NJD,/players/d/daneyke01.html,0,17,0,-1,Ken Daneyko,5.9,1984,5,0,11,17
4,0,1,27,,-0.5,1.7,1,,1,D,1.2,3,NJD,/players/k/kitchmi01.html,0,24,0,-15,Mike Kitchen,2.7,1984,5,0,43,37
5,0,0,27,,-0.4,1.7,0,,0,D,1.2,5,NJD,/players/p/palmero02.html,0,10,0,-10,Robert Palmer,0.0,1984,5,0,38,18
2,0,2,27,,-0.8,0.5,2,,0,RW,-0.3,2,NJD,/players/m/marinhe01.html,0,47,0,-2,Hector Marini,6.1,1984,4,0,32,33
3,0,1,22,,0.1,0.0,1,,0,C,0.1,3,NJD,/players/f/floydla01.html,0,7,0,-4,Larry Floyd,6.7,1984,4,0,7,15
1,0,2,20,,0.1,0.0,2,,0,RW,0.1,1,NJD,/players/c/chernri01.html,0,2,0,-3,Rich Chernomaz,28.6,1984,3,0,7,7
2,0,1,27,,-0.2,0.1,1,,1,RW,-0.1,1,NJD,/players/m/mulvegr01.html,0,19,0,-5,Grant Mulvey,6.7,1984,3,0,12,15
