year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1980-81,16,0,0,0,0,Czech,2,Tesla Pardubice,0
1980-81,16,0,6,2,0,EJC-A,5,Czechoslovakia,2
1981-82,17,1,34,3,0,Czech,35,Tesla Pardubice,4
1981-82,17,1,8,1,0,WJC-A,7,Czechoslovakia,2
1981-82,17,1,12,2,0,EJC-A,5,Czechoslovakia,3
1982-83,18,1,44,2,0,Czech,33,Tesla Pardubice,3
1982-83,18,0,8,2,0,WJC-A,6,Czechoslovakia,2
1982-83,18,0,6,1,0,WEC-A,4,Czechoslovakia,1
1983-84,19,4,72,8,0,Czech,37,Tesla Pardubice,12
1983-84,19,0,10,2,0,WJC-A,7,Czechoslovakia,2
1984-85,20,0,4,1,0,Can-Cup,5,Czechoslovakia,1
1984-85,20,4,76,6,0,Czech,44,Dukla Jihlava,10
1984-85,20,1,12,1,0,WEC-A,10,Czechoslovakia,2
1985-86,21,4,42,7,0,Czech,34,Dukla Jihlava,11
1985-86,21,0,20,2,0,WEC-A,10,Czechoslovakia,2
1990-91,26,2,40,0,0,WEC-A,10,Czechoslovakia,2
1991-92,27,0,6,0,0,Can-Cup,5,Czechoslovakia,0
1991-92,27,3,26,1,0,WC-A,7,Czechoslovakia,4
1993-94,29,0,2,0,0,WC-A,2,Czech Republic,0
1994-95,30,1,50,4,0,CzRep,19,HC Sparta Praha,5
1994-95,30,0,2,0,0,Germany,1,ESG Fuchse Sachsen Weisswasser/Chemnitz,0
1995-96,31,7,16,4,0,CzRep-2,16,Slavia Becherovka Karlovy Vary,11
1997-98,33,5,128,8,3,IHL,61,2 Teams,13
1997-98,33,5,122,8,2,IHL,52,Indianapolis Ice,13
1997-98,33,0,6,0,1,IHL,9,Detroit Vipers,0
2001-02,37,0,54,1,0,CzRep-2,3,HC Dukla Jihlava,1
