league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,33,1,19,35,4,0,,NYI,[],2.9,1,3,-8,1,0,1994-95,,0,100,0,3
NHL,18,0,20,10,3,0,,NYI,[],10.0,1,2,-6,1,0,1995-96,,0,47,0,2
