average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,21,0,0,NHL,21,8,14,-14,63,7,5,0,1,1984-85,NJD,12,9,[],19.0,,36
,77,2,0,NHL,22,32,30,-7,202,25,10,0,10,1985-86,NJD,35,42,[],17.3,,78
,47,1,0,NHL,23,17,19,-16,143,14,6,0,10,1986-87,NJD,20,27,[],14.0,,72
,76,3,0,NHL,24,24,30,-24,227,24,12,0,16,1987-88,VAN,36,40,"[{'link': '/awards/voting-1988.html#byng', 'name': 'Byng-14'}]",15.9,,0
,33,2,0,NHL,25,9,24,-21,144,10,9,0,5,1988-89,VAN,19,14,[],13.2,,61
,50,1,0,NHL,26,14,18,-8,181,17,13,0,6,1989-90,VAN,30,20,[],16.6,,65
,45,2,1,NHL,27,16,10,-5,148,15,5,1,7,1990-91,VAN,21,24,[],14.2,,55
,57,5,1,NHL,28,18,26,8,184,16,13,2,7,1991-92,VAN,30,27,"[{'link': '/awards/voting-1992.html#byng', 'name': 'Byng-16'}]",16.3,,76
,56,3,1,NHL,29,19,14,31,124,18,6,3,9,1992-93,VAN,25,31,[],20.2,,53
,37,2,1,NHL,30,16,20,-1,139,7,5,3,5,1993-94,VAN,13,24,[],9.4,,68
,21,0,2,NHL,31,9,16,-3,72,3,3,0,4,1994-95,TOT,8,13,[],11.1,,43
,15,0,2,NHL,31,9,12,1,56,1,2,0,1,1994-95,VAN,5,10,[],8.9,,31
,6,0,0,NHL,31,0,4,-4,16,2,1,0,3,1994-95,DAL,3,3,[],18.8,,12
,43,1,1,NHL,32,11,33,-21,140,10,11,1,9,1995-96,DAL,22,21,[],15.7,,66
,36,4,0,NHL,33,9,2,27,113,16,5,0,6,1996-97,DAL,21,15,[],18.6,,50
,32,1,0,NHL,34,11,20,11,75,7,7,0,7,1997-98,DAL,14,18,[],18.7,,49
17:22,43,3,0,NHL,35,17,26,-1,176,14,5,1,6,1998-99,PHX,19,24,[],10.8,1303,75
16:58,46,0,0,NHL,36,20,14,-1,129,14,5,0,7,1999-00,PHX,19,27,[],14.7,1171,69
14:23,23,1,0,NHL,37,12,10,-3,66,9,2,0,0,2000-01,FLA,11,12,[],16.7,863,60
