power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
1,11,11,1,NHL,1983-84,20,2,STL,,9,10,2,0,20,,,10.0,1
0,3,2,0,NHL,1984-85,21,1,STL,,1,2,-4,0,13,,,7.7,1
1,19,0,2,NHL,1985-86,22,9,STL,,12,25,3,0,55,,,16.4,6
1,6,4,1,NHL,1986-87,23,2,STL,,2,16,1,0,14,,,14.3,1
1,10,17,0,NHL,1987-88,24,3,STL,,14,18,3,0,18,,,16.7,2
3,0,22,3,NHL,1988-89,25,11,CGY,,11,20,12,0,49,,SC,22.4,8
0,6,4,1,NHL,1989-90,26,3,CGY,,1,8,-6,0,12,,,25.0,3
0,7,2,1,NHL,1990-91,27,1,CGY,,1,0,1,0,11,,,9.1,1
4,21,35,1,NHL,1992-93,29,10,TOR,,0,30,0,0,51,,,19.6,6
5,18,28,1,NHL,1993-94,30,6,TOR,,22,42,3,0,31,,,19.4,1
0,7,6,0,NHL,1994-95,31,0,TOR,,6,6,2,0,8,,,0.0,0
1,6,8,0,NHL,1995-96,32,1,TOR,,7,12,-4,0,15,,,6.7,0
0,10,4,0,NHL,1996-97,33,0,NJD,,4,14,-2,0,21,,,0.0,0
1,6,7,1,NHL,1997-98,34,5,NJD,,2,4,4,0,12,,,41.7,4
0,5,1,0,NHL,1999-00,36,0,BUF,13:38,1,0,-1,0,3,68,,0.0,0
1,13,6,1,NHL,2000-01,37,2,BUF,17:47,4,12,-1,0,17,231,,11.8,1
1,12,10,0,NHL,2001-02,38,4,MTL,20:01,6,16,-2,0,17,240,,23.5,3
