pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Stocksunds IF,1,0,7,Sweden-3,18,1980-81,16,6
0,Stocksunds IF,2,0,8,Sweden-3,22,1981-82,17,6
4,Djurgardens IF Stockholm,5,0,7,Sweden,19,1982-83,18,2
0,Sweden,3,0,3,WJC-A,7,1982-83,18,0
26,Djurgardens IF Stockholm,5,0,14,Sweden,30,1983-84,19,9
10,Sweden,3,0,4,WJC-A,7,1983-84,19,1
22,Djurgardens IF Stockholm,8,0,17,Sweden,32,1984-85,20,9
10,Sweden,0,0,1,WEC-A,10,1984-85,20,1
26,Djurgardens IF Stockholm,8,0,12,Sweden,35,1985-86,21,4
12,Sweden,0,0,3,WEC-A,10,1985-86,21,3
49,Djurgardens IF Stockholm,5,0,12,Sweden,33,1986-87,22,7
12,Sweden,5,0,6,WEC-A,10,1986-87,22,1
2,Sweden,2,0,4,Can-Cup,6,1987-88,23,2
4,Halifax Citadels,5,0,7,AHL,8,1988-89,24,2
8,Sweden,2,0,2,WEC-A,7,1988-89,24,0
10,Utica Devils,2,0,6,AHL,14,1990-91,26,4
6,Sweden,0,0,0,Can-Cup,6,1991-92,27,0
4,Utica Devils,6,0,10,AHL,11,1991-92,27,4
17,Albany River Rats,2,0,2,AHL,4,1993-94,29,0
2,Sweden,0,0,1,W-Cup,4,1996-97,32,1
2,Sweden,3,0,4,WC-A,11,1996-97,32,1
4,Sweden,0,0,0,Olympics,3,1997-98,33,0
2,Albany River Rats,2,-2,2,AHL,5,2002-03,38,0
