year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1980-81,16,14,14,58,0,Minor-ON,62,Kitchener Greenshirts,72
1981-82,17,13,24,59,0,OHL,68,Ottawa 67\'s,72
1982-83,18,12,24,66,0,OHL,63,Ottawa 67\'s,78
1982-83,18,1,2,1,0,WJC-A,7,Canada,2
1983-84,19,11,75,71,0,OHL,68,Ottawa 67\'s,82
1983-84,19,0,0,2,0,WJC-A,7,Canada,2
1984-85,20,1,4,10,0,AHL,24,Binghamton Whalers,11
1984-85,20,3,25,29,0,IHL,44,Salt Lake Golden Eagles,32
1985-86,21,10,33,44,0,AHL,64,Binghamton Whalers,54
1986-87,22,9,43,30,0,AHL,77,Binghamton Whalers,39
1987-88,23,12,50,50,0,AHL,73,Binghamton Whalers,62
1988-89,24,10,44,30,0,Italy,35,AS Varese,40
1988-89,24,1,2,0,0,Nat-Tm,4,Canada,1
1994-95,30,1,17,18,0,IHL,26,Atlanta Knights,19
1995-96,31,7,46,54,0,IHL,79,Detroit Vipers,61
1996-97,32,6,30,32,0,IHL,59,Detroit Vipers,38
1997-98,33,2,47,33,4,IHL,64,Detroit Vipers,35
1998-99,34,10,44,35,22,IHL,61,Detroit Vipers,45
