assists,team,goals,year,games_played,points,pim,age,plus_minus,league
1,Ottawa Jr. Senators,1,1974-75,4,2,2,16,0,ON-Jr.A
2,Ottawa 67\'s,1,1975-76,12,3,20,17,0,OMJHL
14,Ottawa 67\'s,10,1976-77,19,24,39,18,0,OMJHL
3,Ottawa 67\'s,4,1976-77,5,7,0,18,0,M-Cup
13,Ottawa 67\'s,9,1977-78,16,22,36,19,0,OMJHL
