even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,CBH,0,0,20,0,,NHL,0,6,,1978-79,4,0.0,,0,0,-5
0,3,CBH,0,10,21,0,,NHL,0,12,,1979-80,7,0.0,,0,3,2
0,0,CBH,0,0,22,0,,NHL,0,5,,1980-81,3,0.0,,0,0,-2
3,1,CBH,3,15,23,0,,NHL,0,21,,1981-82,12,14.3,,0,4,-1
1,3,CBH,1,10,24,0,,NHL,0,22,,1982-83,13,4.5,,0,4,-1
0,1,DET,0,16,28,0,,NHL,0,7,,1986-87,12,0.0,,0,1,-4
1,0,DET,1,26,29,1,,NHL,0,6,,1987-88,13,16.7,,0,1,0
0,0,DET,0,0,30,0,,NHL,0,0,,1988-89,1,0,,0,0,0
