shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
10.9,1978-79,30,13,,0,64,3,7,6,16,CBH,7,20,1,NHL,0,,36,23,[],0
11.8,1979-80,50,11,,0,110,1,11,-15,12,CBH,13,21,0,NHL,0,,74,25,[],2
16.1,1980-81,86,29,,0,149,6,23,20,35,CBH,24,22,1,NHL,0,,78,59,[],1
17.5,1981-82,85,23,,0,114,7,14,-6,30,CBH,20,23,2,NHL,0,,74,50,[],6
19.7,1982-83,63,9,,0,71,0,14,-4,9,CBH,14,24,2,NHL,0,,64,23,[],0
20.4,1983-84,48,12,,0,93,2,15,-3,14,TOT,19,25,4,NHL,1,,69,33,[],3
4.8,1983-84,21,4,,0,21,0,1,1,4,CBH,1,25,1,NHL,0,,32,5,[],0
25.0,1983-84,27,8,,0,72,2,14,-4,10,NJD,18,25,3,NHL,1,,37,28,[],3
12.9,1984-85,30,19,,0,147,10,14,-10,29,NJD,19,26,2,NHL,0,,71,48,[],5
10.0,1985-86,47,16,,0,90,1,7,7,17,NJD,9,27,1,NHL,0,,59,26,[],2
10.9,1986-87,124,13,,1,110,0,11,-2,14,DET,12,28,1,NHL,1,,77,26,"[{'link': '/awards/voting-1987.html#selke', 'name': 'Selke-21'}]",0
19.0,1987-88,94,12,,0,63,1,11,5,13,DET,12,29,1,NHL,1,,62,25,[],0
11.1,1988-89,62,8,,1,45,0,5,0,9,DET,5,30,0,NHL,0,,42,14,[],0
