average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
4:30,0,1,0,0,0,NHL,23,0,0,20,-7,15,0,1,0,0,0,0,0,2000-01,CAR,1,0,0,0,6.7,198,44,[]
5:54,0,1,0,0,0,NHL,24,1,0,38,2,17,0,0,0,0,0,0,0,2001-02,CAR,0,0,1,0,0.0,195,33,[]
12:12,0,18,1,0,0,NHL,25,11,0,71,-11,107,0,5,0,1,0,1,0,2002-03,CAR,6,0,12,0,5.6,988,81,[]
13:41,0,17,0,1,0,NHL,26,10,0,69,-5,110,0,6,0,0,0,0,0,2003-04,CAR,7,0,10,0,6.4,1095,80,[]
12:18,0,21,2,1,0,NHL,28,9,0,51,1,68,0,8,0,1,2,0,0,2005-06,CAR,10,0,11,0,14.7,824,67,[]
10:04,0,14,1,1,0,NHL,29,6,0,54,-9,71,0,6,0,0,1,0,0,2006-07,CAR,7,0,7,0,9.9,826,82,[]
10:48,110,11,1,1,43,NHL,30,7,19,58,-16,63,46.3,3,22,0,0,0,22,2007-08,TOT,4,117,7,9,6.3,810,75,[]
9:48,64,5,0,0,20,NHL,30,3,3,34,-8,31,27.3,2,8,0,0,0,13,2007-08,CAR,2,67,3,4,6.5,392,40,[]
11:56,46,6,1,1,23,NHL,30,4,16,24,-8,32,53.3,1,14,0,0,0,9,2007-08,CHI,2,50,4,5,6.3,418,35,[]
8:41,81,7,0,0,20,NHL,31,5,8,22,-3,47,38.1,1,13,1,0,0,7,2008-09,TOT,2,67,5,3,4.3,391,45,[]
8:43,67,6,0,0,16,NHL,31,4,6,22,-3,38,37.5,1,10,1,0,0,7,2008-09,CHI,2,53,4,3,5.3,314,36,[]
8:34,14,1,0,0,4,NHL,31,1,2,0,0,9,40.0,0,3,0,0,0,0,2008-09,PIT,0,14,1,0,0.0,77,9,[]
11:06,147,10,0,0,58,NHL,32,10,243,72,-5,84,43.9,0,311,0,0,0,22,2009-10,PIT,0,193,10,12,0.0,910,82,[]
12:11,138,15,1,2,64,NHL,33,9,194,76,-5,90,41.7,2,271,0,2,0,24,2010-11,PIT,4,171,11,15,4.4,975,80,"[{'link': '/awards/voting-2011.html#selke', 'name': 'Selke-51'}]"
11:17,130,18,0,0,45,NHL,34,10,132,34,-6,76,45.2,5,160,0,3,0,13,2011-12,PIT,5,162,13,7,6.6,925,82,[]
11:10,71,9,0,1,37,NHL,35,6,51,28,-1,46,52.0,2,47,0,0,0,5,2012-13,PIT,3,107,6,7,6.5,536,0,[]
12:28,125,11,0,0,59,NHL,36,6,61,46,-16,73,43.9,5,78,0,0,0,15,2013-14,PIT,5,190,6,16,6.8,1022,82,[]
9:45,76,7,1,0,29,NHL,37,5,17,44,-1,51,42.5,1,23,0,1,0,6,2014-15,PIT,1,183,6,7,2.0,682,70,[]
