assists,team,goals,year,games_played,points,pim,age,plus_minus,league
14,Melville Millionaires,6,2002-03,53,20,53,17,0,SJHL
7,Everett Silvertips,3,2003-04,66,10,25,18,4,WHL
26,Everett Silvertips,12,2004-05,72,38,21,19,-4,WHL
49,Everett Silvertips,10,2005-06,66,59,91,20,-3,WHL
4,Manitoba Moose,2,2006-07,57,6,14,21,1,AHL
1,Victoria Salmon Kings,0,2006-07,3,1,4,21,1,ECHL
21,Manitoba Moose,9,2007-08,77,30,59,22,18,AHL
23,Manitoba Moose,3,2008-09,77,26,25,23,17,AHL
26,San Antonio Rampage,7,2009-10,73,33,34,24,-13,AHL
18,EC Red Bull Salzburg,6,2010-11,50,24,32,25,0,Austria
15,2 Teams,4,2011-12,70,19,18,26,-5,AHL
1,Binghamton Senators,0,2011-12,10,1,6,26,-8,AHL
14,Peoria Rivermen,4,2011-12,60,18,12,26,3,AHL
23,Assat Pori,8,2012-13,60,31,26,27,0,Finland
