age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
18,,0,0,0,0,NHL,2,0,1925-26,0,0,0,,0,0,,OTS,0
19,SC,0,0,1,0,NHL,6,0,1926-27,0,0,1,,0,4,,OTS,2
20,,0,0,0,0,NHL,2,0,1927-28,0,0,1,,0,0,,OTS,1
22,,0,0,0,0,NHL,2,0,1929-30,0,0,0,,0,4,,OTS,0
24,,0,0,0,0,NHL,2,0,1931-32,0,0,0,,0,0,,DTF,0
26,,0,0,0,0,NHL,5,0,1933-34,0,0,2,,0,2,,TOR,2
27,,0,0,0,0,NHL,6,0,1934-35,0,0,0,,0,4,,TOR,0
28,SC,0,0,3,0,NHL,7,0,1935-36,0,0,0,,0,2,,DET,3
29,SC,0,0,1,0,NHL,0,0,1936-37,0,0,3,,0,2,,DET,4
31,,0,0,2,0,NHL,6,0,1938-39,0,0,1,,0,0,,DET,3
