year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1977-78,16,11,92,35,0,QMJHL,59,Hull Olympiques,46
1978-79,17,13,217,41,0,QMJHL,72,Hull Olympiques,54
1979-80,18,11,175,53,0,QMJHL,63,2 Teams,64
1979-80,18,5,82,34,0,QMJHL,35,Hull Olympiques,39
1979-80,18,6,93,19,0,QMJHL,28,Trois-Rivieres Draveurs,25
1980-81,19,7,181,55,0,QMJHL,67,Trois-Rivieres Draveurs,62
1981-82,20,2,266,10,0,CHL,64,Salt Lake Golden Eagles,12
1982-83,21,1,189,4,0,CHL,33,Salt Lake Golden Eagles,5
1983-84,22,2,139,14,0,CHL,47,Montana Magic,16
1983-84,22,0,46,1,0,AHL,11,Maine Mariners,1
