assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1945-46,7,4,1,Sherbrooke Randies,18,0,0,QPHL
16,1946-47,12,32,16,Montreal Jr. Canadiens,19,8,0,QJHL
41,1947-48,43,72,31,Sherbrooke Saints,20,44,0,QPHL
56,1948-49,62,86,30,Sherbrooke Red Raiders,21,56,0,QSHL
18,1949-50,46,37,19,Cincinnati Mohawks,22,12,0,AHL
26,1950-51,62,42,16,Cincinnati Mohawks,23,29,0,AHL
15,1951-52,51,32,17,Sherbrooke Saints,24,33,0,QMHL
32,1952-53,60,53,21,Sherbrooke Saints,25,55,0,QMHL
45,1953-54,72,62,17,Sherbrooke Saints,26,68,0,QHL
41,1954-55,56,59,18,Shawinigan Cataracts,27,30,0,QHL
54,1955-56,64,91,37,Shawinigan Cataracts,28,68,0,QHL
31,1956-57,58,43,12,Shawinigan Cataracts,29,38,0,QHL
22,1960-61,30,36,14,Sherbrooke Cantons,33,30,0,Que-Sr.
17,1961-62,18,23,6,Sherbrooke Castors,34,18,0,ETSHL
