assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,1946-47,2,3,1,Montreal Jr. Canadiens,19,2,0,QJHL
2,1946-47,2,3,1,Montreal Jr. Canadiens,19,2,0,M-Cup
10,1947-48,8,16,6,Sherbrooke Saints,20,13,0,QPHL
7,1948-49,12,10,3,Sherbrooke Red Raiders,21,6,0,QSHL
6,1951-52,11,11,5,Sherbrooke Saints,24,10,0,QMHL
2,1952-53,7,5,3,Sherbrooke Saints,25,14,0,QMHL
5,1953-54,5,6,1,Sherbrooke Saints,26,4,0,QHL
7,1954-55,13,8,1,Shawinigan Cataracts,27,7,0,QHL
3,1954-55,7,7,4,Shawinigan Cataractes,27,2,0,Ed-Cup
5,1955-56,11,8,3,Shawinigan Cataracts,28,2,0,QHL
1,1960-61,3,2,1,Sherbrooke Cantons,33,19,0,Que-Sr.
8,1961-62,7,8,0,Sherbrooke Castors,34,8,0,ETSHL
