year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1985-86,16,30,0,30,0,High-MA,20,Medford High Mustangs,60
1986-87,17,22,0,32,0,High-MA,21,Medford High Mustangs,54
1987-88,18,16,40,20,0,H-East,34,Boston University Terriers,36
1988-89,19,21,66,19,0,H-East,33,Boston University Terriers,40
1988-89,19,3,2,1,0,WJC-A,7,United States,4
1989-90,20,28,70,24,0,H-East,44,Boston University Terriers,52
1989-90,20,1,2,1,0,WEC-A,10,United States,2
1990-91,21,18,24,17,0,AHL,49,Newmarket Saints,35
1990-91,21,1,6,0,0,WEC-A,10,United States,1
1991-92,22,11,61,26,0,Nat-Tm,50,United States,37
1991-92,22,0,0,2,0,Olympics,8,United States,2
1991-92,22,1,4,0,0,WC-A,6,United States,1
1992-93,23,14,45,16,0,AHL,37,St. John\'s Maple Leafs,30
1993-94,24,0,14,1,0,WC-A,8,United States,1
1995-96,26,2,2,4,0,WC-A,8,United States,6
2001-02,32,2,2,1,1,WC-A,7,United States,3
2002-03,33,4,4,3,5,AHL,6,Philadelphia Phantoms,7
