league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,20,0,21,20,5,3,,TOR,[],0.0,0,5,-5,0,0,1990-91,,0,2,0,2
NHL,17,1,22,40,11,0,,TOR,[],17.5,7,4,8,7,0,1991-92,,0,4,0,4
NHL,23,0,23,38,8,1,,TOR,[],10.5,4,4,-4,4,0,1992-93,,0,8,0,3
NHL,84,2,24,206,37,5,,MDA,[],9.2,15,18,-11,19,1,1993-94,,3,61,1,12
NHL,41,0,25,77,18,2,,MDA,[],13.0,8,8,-8,10,0,1994-95,,2,23,0,6
NHL,76,2,26,132,27,1,,MDA,[],9.8,10,14,1,13,2,1995-96,,1,40,1,12
NHL,77,2,27,131,29,1,,MDA,[],9.2,10,17,1,12,1,1996-97,,1,35,1,15
NHL,80,2,28,122,25,0,,TOT,[],9.0,9,14,0,11,2,1997-98,,0,34,0,14
NHL,55,2,28,90,19,0,,MDA,[],8.9,6,11,-1,8,2,1997-98,,0,24,0,11
NHL,25,0,28,32,6,0,,NYI,[],9.4,3,3,1,3,0,1997-98,,0,10,0,3
NHL,73,2,29,84,3,0,729,NYI,[],3.6,2,0,-24,3,1,1998-99,9:59,0,45,0,0
NHL,79,1,30,117,23,0,936,WSH,[],6.0,7,16,7,7,0,1999-00,11:51,0,50,2,14
NHL,69,0,31,81,14,0,770,WSH,[],8.6,7,7,4,7,0,2000-01,11:10,0,48,0,7
NHL,65,0,32,57,7,0,496,WSH,[],0.0,0,7,-13,0,0,2001-02,7:38,0,51,0,7
NHL,34,1,33,48,6,0,424,PHI,[],2.1,1,5,0,1,0,2002-03,12:27,0,20,0,5
